state,move,class
r1bqr1k1/p2n1pp1/1p1b1n1p/3p4/1PpP4/2P1BN2/PQBN1PPP/R3R1K1 b - - 1 15,a7a5,1
r1bqr1k1/3n1pp1/1p1b1n1p/P2p4/2pP4/2P1BN2/PQBN1PPP/R3R1K1 b - - 0 16,b6a5,1
r1bqr1k1/3n1pp1/3b1n1p/p2p4/2pP4/2P1BN1P/PQBN1PP1/R3R1K1 b - - 0 17,a5a4,1
r1bqr1k1/3n1pp1/3b1n1p/3p4/p1pP4/2P1BN1P/P1BN1PP1/R1Q1R1K1 b - - 1 18,a4a3,1
r1bqr1k1/3n1pp1/3b1n1p/3p4/2pP4/p1P1BN1P/P1BN1PP1/1RQ1R1K1 b - - 1 19,d8c7,1
r1b1r1k1/2qn1pp1/3b1n1p/3p4/2pP4/p1P1BN1P/P1BN1PP1/1RQ1R2K b - - 3 20,a8b8,1
1rb1r1k1/2qn1pp1/3b1n1p/3p4/2pP4/p1P1BN1P/P1BN1PP1/1RQ1R1K1 b - - 5 21,b8b1,1
2b1r1k1/2qn1pp1/3b1n1p/3p4/2pP4/p1P1BN1P/P1B2PP1/1NQ1R1K1 b - - 0 22,f6e4,1
2b1r1k1/2qn1pp1/3b3p/3p4/2pPB3/p1P1BN1P/P4PP1/1NQ1R1K1 b - - 0 23,d5e4,1
2b1r1k1/2qn1pp1/3b3p/4N3/2pPp3/p1P1B2P/P4PP1/1NQ1R1K1 b - - 1 24,d7e5,1
2b1r1k1/2q2pp1/3b3p/4P3/2p1p3/p1P1B2P/P4PP1/1NQ1R1K1 b - - 0 25,d6e5,1
2b1r1k1/2q2pp1/7p/4b3/2p1p3/N1P1B2P/P4PP1/2Q1R1K1 b - - 0 26,c8a6,1
4r1k1/2q2pp1/b6p/4b3/2p1p3/N1P1B2P/P4PP1/2QR2K1 b - - 2 27,c7a5,1
4r1k1/3R1pp1/b6p/q3b3/2p1p3/N1P1B2P/P4PP1/2Q3K1 b - - 4 28,a6c8,1
2b1r1k1/R4pp1/7p/q3b3/2p1p3/N1P1B2P/P4PP1/2Q3K1 b - - 6 29,a5d5,1
2b1r1k1/R4pp1/7p/3qb3/2p1pB2/N1P4P/P4PP1/2Q3K1 b - - 8 30,e5f4,1
2b1r1k1/R4pp1/7p/3q4/2p1pQ2/N1P4P/P4PP1/6K1 b - - 0 31,e4e3,1
2b1r1k1/R4pp1/7p/3q4/2p2Q2/N1P1P2P/P5P1/6K1 b - - 0 32,c8b7,1
4r1k1/Rb3pp1/7p/3q4/2p5/N1P1P2P/P4QP1/6K1 b - - 2 33,e8e6,1
6k1/Rb3pp1/4r2p/3q4/2p5/N1P1PQ1P/P5P1/6K1 b - - 4 34,e6e3,1
6k1/Rb3pp1/7p/3Q4/2p5/N1P1r2P/P5P1/6K1 b - - 0 35,b7d5,1
6k1/5pp1/7p/R2b4/2p5/N1P1r2P/P5P1/6K1 b - - 1 36,e3c3,1
6k1/5pp1/7p/3R4/2p5/N1r4P/P5P1/6K1 b - - 0 37,c3a3,1
6k1/5pp1/7p/8/2p5/r6P/P2R2P1/6K1 b - - 1 38,f7f5,1
6k1/6p1/7p/5p2/2p5/r6P/P1R3P1/6K1 b - - 1 39,a3a4,1
6k1/6p1/7p/5p2/r1p5/7P/P1R2KP1/8 b - - 3 40,f5f4,1
6k1/6p1/7p/8/r1p2p2/5K1P/P1R3P1/8 b - - 1 41,g7g5,1
6k1/8/7p/6p1/r1p1Kp2/7P/P1R3P1/8 b - - 1 42,g8f7,1
8/5k2/7p/5Kp1/r1p2p2/7P/P1R3P1/8 b - - 3 43,f7e7,1
8/4k3/7p/4K1p1/r1p2p2/7P/P1R3P1/8 b - - 5 44,e7d7,1
8/3k4/7p/3K2p1/r1p2p2/7P/P1R3P1/8 b - - 7 45,h6h5,1
8/3k4/8/3K2pp/r1p2p2/P6P/2R3P1/8 b - - 0 46,a4a3,1
8/3k4/8/3K2pp/2R2p2/r6P/6P1/8 b - - 0 47,f4f3,1
8/3k4/8/3K2pp/8/r4p1P/2R3P1/8 b - - 1 48,d7e7,1
8/4k3/8/3K2pp/8/r4P1P/2R5/8 b - - 0 49,a3f3,1
8/4k3/8/3K2pp/7P/5r2/2R5/8 b - - 0 50,f3f5,1
8/4k3/8/5rpp/4K2P/8/2R5/8 b - - 2 51,f5f4,1
8/4k3/8/4K1pp/5r1P/8/2R5/8 b - - 4 52,f4h4,1
8/2R1k3/8/4K1pp/7r/8/8/8 b - - 1 53,e7e8,1
4k3/2R5/4K3/6pp/7r/8/8/8 b - - 3 54,e8d8,1
3k4/3R4/4K3/6pp/7r/8/8/8 b - - 5 55,d8c8,1
2k5/6R1/4K3/6pp/7r/8/8/8 b - - 7 56,g5g4,1
2k3R1/8/4K3/7p/6pr/8/8/8 b - - 1 57,c8c7,1
8/2k3R1/4K3/7p/6pr/8/8/8 b - - 3 58,c7c6,1
8/6R1/2k5/4K2p/6pr/8/8/8 b - - 5 59,h4h3,1
8/6R1/2k5/7p/5Kp1/7r/8/8 b - - 7 60,c6d5,1
8/8/6R1/3k3p/5Kp1/7r/8/8 b - - 9 61,d5c5,1
6R1/8/8/2k4p/5Kp1/7r/8/8 b - - 11 62,c5d5,1
8/8/6R1/3k3p/5Kp1/7r/8/8 b - - 13 63,d5c5,1
6R1/8/8/2k4p/5Kp1/7r/8/8 b - - 15 64,c5d6,1
8/8/3k2R1/7p/5Kp1/7r/8/8 b - - 17 65,d6d5,1
8/8/8/3k2Rp/5Kp1/7r/8/8 b - - 19 66,d5d4,1
8/6R1/8/7p/3k1Kp1/7r/8/8 b - - 21 67,h3f3,1
8/6R1/8/6Kp/3k2p1/5r2/8/8 b - - 23 68,d4e3,1
8/R7/8/6Kp/6p1/4kr2/8/8 b - - 25 69,e3f2,1
8/R7/8/7K/6p1/5r2/5k2/8 b - - 0 70,g4g3,1
8/R7/8/8/6K1/5rp1/5k2/8 b - - 1 71,f3d3,1
8/8/8/8/6K1/3r2p1/R4k2/8 b - - 3 72,f2g1,1
8/8/8/8/6K1/3r2p1/8/R5k1 b - - 5 73,g1h2,1
R7/8/8/8/6K1/3r2p1/7k/8 b - - 7 74,g3g2,1
7R/8/8/8/6K1/3r4/6pk/8 b - - 1 75,h2g1,1
5R2/8/8/8/6K1/3r4/6p1/6k1 b - - 3 76,d3d7,1
5R2/3r4/8/8/5K2/8/6p1/6k1 b - - 5 77,d7h7,1
1R6/7r/8/8/5K2/8/6p1/6k1 b - - 7 78,g1h1,1
8/7r/8/8/5K2/8/6p1/1R5k b - - 9 79,g2g1q,1
8/7r/8/8/5K2/8/8/6Rk b - - 0 80,h1g1,1
8/7r/8/8/8/4K3/8/6k1 b - - 1 81,h7h4,1
8/8/8/8/7r/5K2/8/6k1 b - - 3 82,g1f1,1
8/8/8/8/7r/6K1/8/5k2 b - - 5 83,h4b4,1
8/8/8/8/1r6/5K2/8/5k2 b - - 7 84,f1e1,1
8/8/8/8/1r6/4K3/8/4k3 b - - 9 85,b4h4,1
8/8/8/8/7r/5K2/8/4k3 b - - 11 86,e1d2,1
8/8/8/8/7r/6K1/3k4/8 b - - 13 87,h4c4,1
8/8/8/8/2r5/5K2/3k4/8 b - - 15 88,c4a4,1
8/8/8/8/r7/8/3k1K2/8 b - - 17 89,a4a3,1
8/8/8/8/8/r7/3k4/5K2 b - - 19 90,d2e3,1
8/8/8/8/8/r3k3/6K1/8 b - - 21 91,e3e2,1
8/8/8/8/8/r7/4k3/7K b - - 23 92,e2f2,1
8/8/8/8/8/r7/5k1K/8 b - - 25 93,a3f3,1
8/8/8/8/8/5r2/5k2/7K b - - 27 94,f3h3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,1
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1d2,1
rnbqkbnr/pp2pppp/2p5/8/3Pp3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4,d2e4,1
r1bqkbnr/pp1npppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 1 5,g1f3,1
r1bqkb1r/pp1npppp/2p2n2/8/3PN3/5N2/PPP2PPP/R1BQKB1R w KQkq - 3 6,e4g3,1
r1bqkb1r/pp1n1ppp/2p1pn2/8/3P4/5NN1/PPP2PPP/R1BQKB1R w KQkq - 0 7,f1d3,1
r1bqkb1r/pp1n1ppp/4pn2/2p5/3P4/3B1NN1/PPP2PPP/R1BQK2R w KQkq - 0 8,e1g1,1
r1bqkb1r/pp1n1ppp/4pn2/8/3p4/3B1NN1/PPP2PPP/R1BQ1RK1 w kq - 0 9,f3d4,1
r1bqkb1r/pp3ppp/4pn2/2n5/3N4/3B2N1/PPP2PPP/R1BQ1RK1 w kq - 1 10,d3c4,1
r1bqk2r/pp2bppp/4pn2/2n5/2BN4/6N1/PPP2PPP/R1BQ1RK1 w kq - 3 11,f1e1,1
r1bq1rk1/pp2bppp/4pn2/2n5/2BN4/6N1/PPP2PPP/R1BQR1K1 w - - 5 12,c1f4,1
r1b2rk1/pp2bppp/1q2pn2/2n5/2BN1B2/6N1/PPP2PPP/R2QR1K1 w - - 7 13,b2b3,1
r1br2k1/pp2bppp/1q2pn2/2n5/2BN1B2/1P4N1/P1P2PPP/R2QR1K1 w - - 1 14,c2c3,1
r1br2k1/pp2bppp/1q2p3/2nn4/2BN1B2/1PP3N1/P4PPP/R2QR1K1 w - - 1 15,c4d5,1
r1b3k1/pp2bppp/1q2p3/2nr4/3N1B2/1PP3N1/P4PPP/R2QR1K1 w - - 0 16,d1f3,1
r1b2bk1/pp3ppp/1q2p3/2nr4/3N1B2/1PP2QN1/P4PPP/R3R1K1 w - - 2 17,a1d1,1
r1b2bk1/pp1n1ppp/1q2p3/3r4/3N1B2/1PP2QN1/P4PPP/3RR1K1 w - - 4 18,a2a4,1
r1b2bk1/pp3ppp/1q2pn2/3r4/P2N1B2/1PP2QN1/5PPP/3RR1K1 w - - 1 19,g3e4,1
r1b2bk1/pp3ppp/1q2p3/3r4/P2NnB2/1PP2Q2/5PPP/3RR1K1 w - - 0 20,f3e4,1
r1b2bk1/pp3pp1/1q2p2p/3r4/P2NQB2/1PP5/5PPP/3RR1K1 w - - 0 21,d1d3,1
r4bk1/pp1b1pp1/1q2p2p/3r4/P2NQB2/1PPR4/5PPP/4R1K1 w - - 2 22,c3c4,1
r4bk1/pp1b1pp1/1q2p2p/2r5/P1PNQB2/1P1R4/5PPP/4R1K1 w - - 1 23,f4e3,1
3r1bk1/pp1b1pp1/1q2p2p/2r5/P1PNQ3/1P1RB3/5PPP/4R1K1 w - - 3 24,e1d1,1
3r1bk1/pp3pp1/1q2p2p/2r5/b1PNQ3/1P1RB3/5PPP/3R2K1 w - - 0 25,b3a4,1
3r1bk1/pp3pp1/1q2p2p/8/P1rNQ3/3RB3/5PPP/3R2K1 w - - 0 26,a4a5,1
3r1bk1/pp3pp1/4p2p/q7/2rNQ3/3RB3/5PPP/3R2K1 w - - 0 27,e4b7,1
3r1bk1/pQ3pp1/7p/q3p3/2rN4/3RB3/5PPP/3R2K1 w - - 0 28,b7b5,1
3r1bk1/p4pp1/7p/1q2p3/2rN4/3RB3/5PPP/3R2K1 w - - 0 29,d4b5,1
5bk1/p4pp1/7p/1N2p3/2r5/3rB3/5PPP/3R2K1 w - - 0 30,d1d3,1
5bk1/5pp1/p6p/1N2p3/2r5/3RB3/5PPP/6K1 w - - 0 31,b5d6,1
5bk1/5pp1/p2N3p/4p3/r7/3RB3/5PPP/6K1 w - - 2 32,g2g3,1
5bk1/6p1/p2N1p1p/4p3/r7/3RB1P1/5P1P/6K1 w - - 0 33,g1g2,1
5bk1/6p1/p2N1p1p/4p3/8/3RB1P1/5PKP/r7 w - - 2 34,d6e8,1
4Nbk1/6p1/5p1p/p3p3/8/3RB1P1/5PKP/r7 w - - 0 35,e8c7,1
5bk1/2N3p1/7p/p3pp2/8/3RB1P1/5PKP/r7 w - - 0 36,d3d7,1
5bk1/2NR2p1/7p/p3p3/5p2/4B1P1/5PKP/r7 w - - 0 37,g3f4,1
5bk1/2NR2p1/7p/p7/5p2/4B3/5PKP/r7 w - - 0 38,e3f4,1
5bk1/2NR2p1/7p/p7/5B2/8/5PKP/4r3 w - - 1 39,f4e3,1
6k1/2NR2p1/7p/p7/8/b3B3/5PKP/4r3 w - - 3 40,c7d5,1
6k1/3R2p1/7p/p2N4/8/4B3/1b3PKP/4r3 w - - 5 41,d7b7,1
6k1/1R4p1/7p/p2Nb3/8/4B3/5PKP/4r3 w - - 7 42,b7b5,1
8/5kp1/7p/pR1Nb3/8/4B3/5PKP/4r3 w - - 9 43,b5a5,1
8/5kp1/7p/R2Nb3/8/4B3/5PKP/r7 w - - 1 44,a5b5,1
8/6p1/4k2p/1R1Nb3/8/4B3/5PKP/r7 w - - 3 45,h2h4,1
8/6p1/4k2p/1R1Nb3/7P/4B3/5PK1/3r4 w - - 1 46,d5f4,1
8/6p1/4k2p/1R6/5b1P/4B3/5PK1/3r4 w - - 0 47,e3f4,1
8/5kp1/7p/1R6/5B1P/8/5PK1/3r4 w - - 1 48,h4h5,1
8/5kp1/7p/1R5P/5B2/3r4/5PK1/8 w - - 1 49,b5b7,1
8/1R4p1/5k1p/7P/5B2/3r4/5PK1/8 w - - 3 50,b7b5,1
8/8/5kpp/1R5P/5B2/3r4/5PK1/8 w - - 0 51,b5b6,1
8/8/1R4pp/5k1P/5B2/3r4/5PK1/8 w - - 2 52,h5g6,1
3r4/8/1R4Pp/5k2/5B2/8/5PK1/8 w - - 1 53,f4h6,1
2r5/8/1R4PB/5k2/8/8/5PK1/8 w - - 1 54,g6g7,1
3r4/6P1/1R5B/5k2/8/8/5PK1/8 w - - 1 55,g2g3,1
r7/6P1/1R5B/5k2/8/6K1/5P2/8 w - - 3 56,g3h4,1
6r1/6P1/1R5B/5k2/7K/8/5P2/8 w - - 5 57,h4h5,1
6r1/6P1/1R5B/4k2K/8/8/5P2/8 w - - 7 58,h5g5,1
2r5/6P1/1R5B/4k1K1/8/8/5P2/8 w - - 9 59,b6f6,1
8/6P1/5R1B/4k1K1/8/8/5P2/2r5 w - - 11 60,g5g6,1
2r5/6P1/5RKB/4k3/8/8/5P2/8 w - - 13 61,f6f8,1
5R2/6P1/2r3KB/4k3/8/8/5P2/8 w - - 15 62,g6h5,1
5R2/6P1/7B/2r1k2K/8/8/5P2/8 w - - 17 63,g7g8q,1
5RQ1/8/7B/2r4K/3k4/8/5P2/8 w - - 1 64,h6g5,1
5RQ1/8/8/3r2BK/3k4/8/5P2/8 w - - 3 65,g8e6,1
5R2/8/4Q3/2r3BK/3k4/8/5P2/8 w - - 5 66,e6b3,1
5R2/8/8/6rK/3k4/1Q6/5P2/8 w - - 0 67,h5g5,1
5R2/8/8/2k3K1/8/1Q6/5P2/8 w - - 1 68,f8c8,1
2R5/8/3k4/6K1/8/1Q6/5P2/8 w - - 3 69,g5f5,1
2R5/4k3/8/5K2/8/1Q6/5P2/8 w - - 5 70,b3e6,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c6,0
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,0
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 3,d5e4,0
rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR b KQkq - 0 4,b8d7,0
r1bqkbnr/pp1npppp/2p5/8/3PN3/5N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,g8f6,0
r1bqkb1r/pp1npppp/2p2n2/8/3P4/5NN1/PPP2PPP/R1BQKB1R b KQkq - 4 6,e7e6,0
r1bqkb1r/pp1n1ppp/2p1pn2/8/3P4/3B1NN1/PPP2PPP/R1BQK2R b KQkq - 1 7,c6c5,0
r1bqkb1r/pp1n1ppp/4pn2/2p5/3P4/3B1NN1/PPP2PPP/R1BQ1RK1 b kq - 1 8,c5d4,0
r1bqkb1r/pp1n1ppp/4pn2/8/3N4/3B2N1/PPP2PPP/R1BQ1RK1 b kq - 0 9,d7c5,0
r1bqkb1r/pp3ppp/4pn2/2n5/2BN4/6N1/PPP2PPP/R1BQ1RK1 b kq - 2 10,f8e7,0
r1bqk2r/pp2bppp/4pn2/2n5/2BN4/6N1/PPP2PPP/R1BQR1K1 b kq - 4 11,e8g8,0
r1bq1rk1/pp2bppp/4pn2/2n5/2BN1B2/6N1/PPP2PPP/R2QR1K1 b - - 6 12,d8b6,0
r1b2rk1/pp2bppp/1q2pn2/2n5/2BN1B2/1P4N1/P1P2PPP/R2QR1K1 b - - 0 13,f8d8,0
r1br2k1/pp2bppp/1q2pn2/2n5/2BN1B2/1PP3N1/P4PPP/R2QR1K1 b - - 0 14,f6d5,0
r1br2k1/pp2bppp/1q2p3/2nB4/3N1B2/1PP3N1/P4PPP/R2QR1K1 b - - 0 15,d8d5,0
r1b3k1/pp2bppp/1q2p3/2nr4/3N1B2/1PP2QN1/P4PPP/R3R1K1 b - - 1 16,e7f8,0
r1b2bk1/pp3ppp/1q2p3/2nr4/3N1B2/1PP2QN1/P4PPP/3RR1K1 b - - 3 17,c5d7,0
r1b2bk1/pp1n1ppp/1q2p3/3r4/P2N1B2/1PP2QN1/5PPP/3RR1K1 b - - 0 18,d7f6,0
r1b2bk1/pp3ppp/1q2pn2/3r4/P2NNB2/1PP2Q2/5PPP/3RR1K1 b - - 2 19,f6e4,0
r1b2bk1/pp3ppp/1q2p3/3r4/P2NQB2/1PP5/5PPP/3RR1K1 b - - 0 20,h7h6,0
r1b2bk1/pp3pp1/1q2p2p/3r4/P2NQB2/1PPR4/5PPP/4R1K1 b - - 1 21,c8d7,0
r4bk1/pp1b1pp1/1q2p2p/3r4/P1PNQB2/1P1R4/5PPP/4R1K1 b - - 0 22,d5c5,0
r4bk1/pp1b1pp1/1q2p2p/2r5/P1PNQ3/1P1RB3/5PPP/4R1K1 b - - 2 23,a8d8,0
3r1bk1/pp1b1pp1/1q2p2p/2r5/P1PNQ3/1P1RB3/5PPP/3R2K1 b - - 4 24,d7a4,0
3r1bk1/pp3pp1/1q2p2p/2r5/P1PNQ3/3RB3/5PPP/3R2K1 b - - 0 25,c5c4,0
3r1bk1/pp3pp1/1q2p2p/P7/2rNQ3/3RB3/5PPP/3R2K1 b - - 0 26,b6a5,0
3r1bk1/pQ3pp1/4p2p/q7/2rN4/3RB3/5PPP/3R2K1 b - - 0 27,e6e5,0
3r1bk1/p4pp1/7p/qQ2p3/2rN4/3RB3/5PPP/3R2K1 b - - 1 28,a5b5,0
3r1bk1/p4pp1/7p/1N2p3/2r5/3RB3/5PPP/3R2K1 b - - 0 29,d8d3,0
5bk1/p4pp1/7p/1N2p3/2r5/3RB3/5PPP/6K1 b - - 0 30,a7a6,0
5bk1/5pp1/p2N3p/4p3/2r5/3RB3/5PPP/6K1 b - - 1 31,c4a4,0
5bk1/5pp1/p2N3p/4p3/r7/3RB1P1/5P1P/6K1 b - - 0 32,f7f6,0
5bk1/6p1/p2N1p1p/4p3/r7/3RB1P1/5PKP/8 b - - 1 33,a4a1,0
4Nbk1/6p1/p4p1p/4p3/8/3RB1P1/5PKP/r7 b - - 3 34,a6a5,0
5bk1/2N3p1/5p1p/p3p3/8/3RB1P1/5PKP/r7 b - - 1 35,f6f5,0
5bk1/2NR2p1/7p/p3pp2/8/4B1P1/5PKP/r7 b - - 1 36,f5f4,0
5bk1/2NR2p1/7p/p3p3/5P2/4B3/5PKP/r7 b - - 0 37,e5f4,0
5bk1/2NR2p1/7p/p7/5B2/8/5PKP/r7 b - - 0 38,a1e1,0
5bk1/2NR2p1/7p/p7/8/4B3/5PKP/4r3 b - - 2 39,f8a3,0
6k1/3R2p1/7p/p2N4/8/b3B3/5PKP/4r3 b - - 4 40,a3b2,0
6k1/1R4p1/7p/p2N4/8/4B3/1b3PKP/4r3 b - - 6 41,b2e5,0
6k1/6p1/7p/pR1Nb3/8/4B3/5PKP/4r3 b - - 8 42,g8f7,0
8/5kp1/7p/R2Nb3/8/4B3/5PKP/4r3 b - - 0 43,e1a1,0
8/5kp1/7p/1R1Nb3/8/4B3/5PKP/r7 b - - 2 44,f7e6,0
8/6p1/4k2p/1R1Nb3/7P/4B3/5PK1/r7 b - - 0 45,a1d1,0
8/6p1/4k2p/1R2b3/5N1P/4B3/5PK1/3r4 b - - 2 46,e5f4,0
8/6p1/4k2p/1R6/5B1P/8/5PK1/3r4 b - - 0 47,e6f7,0
8/5kp1/7p/1R5P/5B2/8/5PK1/3r4 b - - 0 48,d1d3,0
8/1R3kp1/7p/7P/5B2/3r4/5PK1/8 b - - 2 49,f7f6,0
8/6p1/5k1p/1R5P/5B2/3r4/5PK1/8 b - - 4 50,g7g6,0
8/8/1R3kpp/7P/5B2/3r4/5PK1/8 b - - 1 51,f6f5,0
8/8/1R4Pp/5k2/5B2/3r4/5PK1/8 b - - 0 52,d3d8,0
3r4/8/1R4PB/5k2/8/8/5PK1/8 b - - 0 53,d8c8,0
2r5/6P1/1R5B/5k2/8/8/5PK1/8 b - - 0 54,c8d8,0
3r4/6P1/1R5B/5k2/8/6K1/5P2/8 b - - 2 55,d8a8,0
r7/6P1/1R5B/5k2/7K/8/5P2/8 b - - 4 56,a8g8,0
6r1/6P1/1R5B/5k1K/8/8/5P2/8 b - - 6 57,f5e5,0
6r1/6P1/1R5B/4k1K1/8/8/5P2/8 b - - 8 58,g8c8,0
2r5/6P1/5R1B/4k1K1/8/8/5P2/8 b - - 10 59,c8c1,0
8/6P1/5RKB/4k3/8/8/5P2/2r5 b - - 12 60,c1c8,0
2r2R2/6P1/6KB/4k3/8/8/5P2/8 b - - 14 61,c8c6,0
5R2/6P1/2r4B/4k2K/8/8/5P2/8 b - - 16 62,c6c5,0
5RQ1/8/7B/2r1k2K/8/8/5P2/8 b - - 0 63,e5d4,0
5RQ1/8/8/2r3BK/3k4/8/5P2/8 b - - 2 64,c5d5,0
5R2/8/4Q3/3r2BK/3k4/8/5P2/8 b - - 4 65,d5c5,0
5R2/8/8/2r3BK/3k4/1Q6/5P2/8 b - - 6 66,c5g5,0
5R2/8/8/6K1/3k4/1Q6/5P2/8 b - - 0 67,d4c5,0
2R5/8/8/2k3K1/8/1Q6/5P2/8 b - - 2 68,c5d6,0
2R5/8/3k4/5K2/8/1Q6/5P2/8 b - - 4 69,d6e7,0
2R5/4k3/4Q3/5K2/8/8/5P2/8 b - - 6 70,,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,0
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,e4e5,0
rnbqkbnr/pp3ppp/4p3/2ppP3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,c2c3,0
r1bqkbnr/pp3ppp/2n1p3/2ppP3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 5,d2d4,0
r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6,f1e2,0
r1b1kb1r/pp3ppp/1qn1p2n/2ppP3/3P4/2P2N2/PP2BPPP/RNBQK2R w KQkq - 3 7,e2d3,0
r1b1kb1r/pp3ppp/1qn1p2n/3pP3/3p4/2PB1N2/PP3PPP/RNBQK2R w KQkq - 0 8,c3d4,0
r1b1kb1r/pp3ppp/1qn1p3/3pPn2/3P4/3B1N2/PP3PPP/RNBQK2R w KQkq - 1 9,d3f5,0
r1b1kb1r/pp3ppp/1qn5/3pPp2/3P4/5N2/PP3PPP/RNBQK2R w KQkq - 0 10,b1c3,0
r3kb1r/pp3ppp/1qn1b3/3pPp2/3P4/2N2N2/PP3PPP/R1BQK2R w KQkq - 2 11,e1g1,0
2r1kb1r/pp3ppp/1qn1b3/3pPp2/3P4/2N2N2/PP3PPP/R1BQ1RK1 w k - 4 12,a1b1,0
2r1kb1r/pp3pp1/1qn1b2p/3pPp2/3P4/2N2N2/PP3PPP/1RBQ1RK1 w k - 0 13,c3e2,0
2r1k2r/pp2bpp1/1qn1b2p/3pPp2/3P4/5N2/PP2NPPP/1RBQ1RK1 w k - 2 14,h2h4,0
2rqk2r/pp2bpp1/2n1b2p/3pPp2/3P3P/5N2/PP2NPP1/1RBQ1RK1 w k - 1 15,h4h5,0
2rqk2r/p3bpp1/2n1b2p/1p1pPp1P/3P4/5N2/PP2NPP1/1RBQ1RK1 w k - 0 16,f1e1,0
2rq1rk1/p3bpp1/2n1b2p/1p1pPp1P/3P4/5N2/PP2NPP1/1RBQR1K1 w - - 2 17,e2f4,0
2r2rk1/p3bpp1/1qn1b2p/1p1pPp1P/3P1N2/5N2/PP3PP1/1RBQR1K1 w - - 4 18,a2a3,0
5rk1/p1r1bpp1/1qn1b2p/1p1pPp1P/3P1N2/P4N2/1P3PP1/1RBQR1K1 w - - 1 19,d1d3,0
5rk1/2r1bpp1/1qn1b2p/pp1pPp1P/3P1N2/P2Q1N2/1P3PP1/1RB1R1K1 w - - 0 20,c1d2,0
3r2k1/2r1bpp1/1qn1b2p/pp1pPp1P/3P1N2/P2Q1N2/1P1B1PP1/1R2R1K1 w - - 2 21,b1c1,0
2r3k1/2r1bpp1/1qn1b2p/pp1pPp1P/3P1N2/P2Q1N2/1P1B1PP1/2R1R1K1 w - - 4 22,c1b1,0
r5k1/2r1bpp1/1qn1b2p/pp1pPp1P/3P1N2/P2Q1N2/1P1B1PP1/1R2R1K1 w - - 6 23,g2g3,0
1r4k1/2r1bpp1/1qn1b2p/pp1pPp1P/3P1N2/P2Q1NP1/1P1B1P2/1R2R1K1 w - - 1 24,e1c1,0
2r3k1/2r1bpp1/1qn1b2p/pp1pPp1P/3P1N2/P2Q1NP1/1P1B1P2/1RR3K1 w - - 3 25,g1g2,0
2r3k1/2r1bpp1/1qn1b2p/1p1pPp1P/p2P1N2/P2Q1NP1/1P1B1PK1/1RR5 w - - 0 26,b2b4,0
2rn2k1/2r1bpp1/1q2b2p/1p1pPp1P/pP1P1N2/P2Q1NP1/3B1PK1/1RR5 w - - 1 27,c1c7,0
3n2k1/2r1bpp1/1q2b2p/1p1pPp1P/pP1P1N2/P2Q1NP1/3B1PK1/1R6 w - - 0 28,g2g1,0
3n2k1/4bpp1/1q2b2p/1p1pPp1P/pPrP1N2/P2Q1NP1/3B1P2/1R4K1 w - - 2 29,d2c3,0
3n2k1/5pp1/1q2b2p/1p1pPpbP/pPrP1N2/P1BQ1NP1/5P2/1R4K1 w - - 4 30,f4g2,0
3n2k1/3b1pp1/1q5p/1p1pPpbP/pPrP4/P1BQ1NP1/5PN1/1R4K1 w - - 6 31,f3g5,0
3n2k1/3b1pp1/1q6/1p1pPppP/pPrP4/P1BQ2P1/5PN1/1R4K1 w - - 0 32,g2e3,0
2rn2k1/3b1pp1/1q6/1p1pPppP/pP1P4/P1BQN1P1/5P2/1R4K1 w - - 2 33,f2f4,0
2rn2k1/3b1pp1/1q6/1p1pPp1P/pP1P1p2/P1BQN1P1/8/1R4K1 w - - 0 34,e3d5,0
2rn2k1/3b1pp1/4q3/1p1NPp1P/pP1P1p2/P1BQ2P1/8/1R4K1 w - - 1 35,d5f4,0
