state,move,class
8/8/4p1k1/1R6/5B1p/7r/5K2/8 w - - 4 73,f2g2,1
8/8/4p1k1/1R6/5B1p/3r4/6K1/8 w - - 6 74,b5g5,1
8/8/4pk2/6R1/5B1p/3r4/6K1/8 w - - 8 75,g5h5,1
8/8/4pk2/7R/5B2/3r3p/6K1/8 w - - 0 76,g2h2,1
8/8/4pk2/3r3R/5B2/7p/7K/8 w - - 2 77,h5h6,1
8/8/4p2R/3r1k2/5B2/7p/7K/8 w - - 4 78,f4g3,1
8/3r4/4p2R/5k2/8/6Bp/7K/8 w - - 6 79,h6h4,1
8/3r4/8/4pk2/7R/6Bp/7K/8 w - - 0 80,h2h3,1
8/4r3/8/4pk2/7R/6BK/8/8 w - - 1 81,h3g2,1
8/6r1/8/4pk2/7R/6B1/6K1/8 w - - 3 82,g2f3,1
8/6r1/8/5k2/4p2R/5KB1/8/8 w - - 0 83,f3f2,1
8/8/8/5k2/4p1rR/6B1/5K2/8 w - - 2 84,h4h1,1
8/8/8/5kr1/4p3/6B1/5K2/7R w - - 4 85,h1f1,1
8/8/4k3/6r1/4p3/6B1/5K2/5R2 w - - 6 86,g3f4,1
8/8/4k3/r7/4pB2/8/5K2/5R2 w - - 8 87,f2e3,1
8/8/8/r2k4/4pB2/4K3/8/5R2 w - - 10 88,f1d1,1
8/8/4k3/r7/4pB2/4K3/8/3R4 w - - 12 89,e3e4,1
8/8/4k3/8/r3KB2/8/8/3R4 w - - 1 90,e4f3,1
r7/8/4k3/8/5B2/5K2/8/3R4 w - - 3 91,f3g4,1
6r1/8/4k3/8/5BK1/8/8/3R4 w - - 5 92,g4f3,1
r7/8/4k3/8/5B2/5K2/8/3R4 w - - 7 93,d1d6,1
r7/8/3R4/5k2/5B2/5K2/8/8 w - - 9 94,d6d4,1
8/8/8/r4k2/3R1B2/5K2/8/8 w - - 11 95,d4c4,1
8/8/8/5k2/2R2B2/r4K2/8/8 w - - 13 96,f4e3,1
8/8/8/4k3/2R5/r3BK2/8/8 w - - 15 97,c4c5,1
8/8/3k4/2R5/8/r3BK2/8/8 w - - 17 98,c5h5,1
8/8/3k4/7R/r7/4BK2/8/8 w - - 19 99,f3e2,1
8/8/3k4/7R/4r3/4B3/4K3/8 w - - 21 100,e2d3,1
8/8/3k4/7R/6r1/3KB3/8/8 w - - 23 101,e3c5,1
8/8/4k3/2B4R/6r1/3K4/8/8 w - - 25 102,c5d4,1
8/8/4k3/7R/3B4/3K2r1/8/8 w - - 27 103,d4e3,1
8/8/4k3/7R/6r1/3KB3/8/8 w - - 29 104,e3d4,1
8/8/4k3/7R/3B1r2/3K4/8/8 w - - 31 105,h5e5,1
8/8/3k4/4R3/3B1r2/3K4/8/8 w - - 33 106,e5a5,1
8/8/3k4/R7/3B3r/3K4/8/8 w - - 35 107,a5a6,1
8/8/R7/3k4/3B3r/3K4/8/8 w - - 37 108,a6a5,1
8/8/3k4/R7/3B3r/3K4/8/8 w - - 39 109,a5g5,1
8/8/3k4/6R1/3B4/3K3r/8/8 w - - 41 110,d3e4,1
8/8/3k4/6R1/3BK2r/8/8/8 w - - 43 111,e4d3,1
8/8/3k4/6R1/3B4/3K4/8/7r w - - 45 112,d4f2,1
8/8/3k4/6R1/8/3K4/5B2/5r2 w - - 47 113,g5f5,1
8/3k4/8/5R2/8/3K4/5B2/5r2 w - - 49 114,d3e4,1
8/8/4k3/5R2/4K3/8/5B2/5r2 w - - 51 115,f5e5,1
8/8/3k4/4R3/4K3/8/5B2/5r2 w - - 53 116,e5d5,1
8/8/2k5/3R4/4K3/8/5B2/5r2 w - - 55 117,d5c5,1
8/8/3k4/2R5/4K3/8/5B2/5r2 w - - 57 118,c5c2,1
8/8/4k3/8/4K3/8/2R2B2/5r2 w - - 59 119,c2c6,1
8/3k4/2R5/8/4K3/8/5B2/5r2 w - - 61 120,c6f6,1
8/4k3/5R2/8/4K3/8/5B2/5r2 w - - 63 121,e4e5,1
8/4k3/5R2/4K3/8/8/5B2/7r w - - 65 122,f6f5,1
8/3k4/8/4KR2/8/8/5B2/7r w - - 67 123,e5d5,1
8/3k3r/8/3K1R2/8/8/5B2/8 w - - 69 124,f2g3,1
2k5/7r/8/3K1R2/8/6B1/8/8 w - - 71 125,d5c6,1
2k5/2r5/2K5/5R2/8/6B1/8/8 w - - 73 126,c6d5,1
2k5/7r/8/3K1R2/8/6B1/8/8 w - - 75 127,d5e4,1
8/1k5r/8/5R2/4K3/6B1/8/8 w - - 77 128,f5f1,1
8/7r/2k5/8/4K3/6B1/8/5R2 w - - 79 129,f1f5,1
8/8/2k5/5R2/4K3/6B1/8/7r w - - 81 130,g3f4,1
8/8/1k6/5R2/4KB2/8/8/7r w - - 83 131,f5f8,1
5R2/8/8/2k5/4KB2/8/8/7r w - - 85 132,f4b8,1
1B3R2/8/8/2k5/4K3/8/8/4r3 w - - 87 133,e4d3,1
1B3R2/8/8/2k5/8/3K4/8/3r4 w - - 89 134,d3c2,1
1B3R2/8/8/2k5/8/8/2K5/7r w - - 91 135,f8f2,1
1B6/8/8/8/2k5/8/2K2R2/7r w - - 93 136,b8e5,1
8/8/8/4B2r/2k5/8/2K2R2/8 w - - 95 137,e5b2,1
8/8/8/8/2k5/8/1BK2R2/7r w - - 97 138,f2f5,1
8/8/8/5R2/2k5/8/1BK4r/8 w - - 99 139,c2b1,1
8/8/8/5R2/2k5/8/1B6/1K5r w - - 101 140,b2c1,1
8/8/8/5R2/8/3k4/8/1KB4r w - - 103 141,b1b2,1
8/8/8/5R2/8/3k4/1K6/2Br4 w - - 105 142,f5d5,1
8/8/8/3R4/4k3/8/1K6/2Br4 w - - 107 143,d5d1,1
8/8/8/4k3/8/8/1K6/2BR4 w - - 1 144,b2c3,1
8/8/5k2/8/8/2K5/8/2BR4 w - - 3 145,c3d4,1
8/8/4k3/8/3K4/8/8/2BR4 w - - 5 146,d4e4,1
8/8/5k2/8/4K3/8/8/2BR4 w - - 7 147,c1b2,1
8/8/4k3/8/4K3/8/1B6/3R4 w - - 9 148,e4f4,1
8/5k2/8/8/5K2/8/1B6/3R4 w - - 11 149,f4f5,1
8/4k3/8/5K2/8/8/1B6/3R4 w - - 13 150,b2f6,1
8/5k2/5B2/5K2/8/8/8/3R4 w - - 15 151,d1h1,1
6k1/8/5B2/5K2/8/8/8/7R w - - 17 152,f5e6,1
5k2/8/4KB2/8/8/8/8/7R w - - 19 153,h1h8,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c6,0
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,0
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,e7e6,0
rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,f8b4,0
rnbqk1nr/pp3ppp/2p1p3/3p4/1b1PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,d5e4,0
rnbqk1nr/pp3ppp/2p1p3/8/1b1PB3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 6,g8f6,0
rnbqk2r/pp3ppp/2p1pn2/8/1b1PB3/2N2N2/PPP1QPPP/R1B1K2R b KQkq - 2 7,f6e4,0
rnbqk2r/pp3ppp/2p1p3/8/1b1PQ3/2N2N2/PPP2PPP/R1B1K2R b KQkq - 0 8,e8g8,0
rnbq1rk1/pp3ppp/2p1p3/8/1b1PQ3/2N2N2/PPP2PPP/R1B2RK1 b - - 2 9,b8d7,0
r1bq1rk1/pp1n1ppp/2p1p3/8/1b1PQ3/2N2N2/PPP2PPP/R1BR2K1 b - - 4 10,d8a5,0
r1b2rk1/pp1n1ppp/2p1p3/q7/1b1PQ3/5N2/PPP1NPPP/R1BR2K1 b - - 6 11,a5d5,0
r1b2rk1/pp1n1ppp/2p1p3/3q4/1b1P4/3Q1N2/PPP1NPPP/R1BR2K1 b - - 8 12,d5f5,0
r1b2rk1/pp1n1ppp/2p1p3/5q2/1b1P1B2/3Q1N2/PPP1NPPP/R2R2K1 b - - 10 13,f5d3,0
r1b2rk1/pp1n1ppp/2p1p3/8/1b1P1B2/3R1N2/PPP1NPPP/R5K1 b - - 0 14,b7b6,0
r1b2rk1/p2n1ppp/1pp1p3/8/1b1P1B2/P2R1N2/1PP1NPPP/R5K1 b - - 0 15,b4e7,0
r1b2rk1/p2nbppp/1pp1p3/4N3/3P1B2/P2R4/1PP1NPPP/R5K1 b - - 2 16,d7e5,0
r1b2rk1/p3bppp/1pp1p3/4P3/5B2/P2R4/1PP1NPPP/R5K1 b - - 0 17,c6c5,0
r1b2rk1/p3bppp/1p2p3/2p1P3/5B2/P2R3P/1PP1NPP1/R5K1 b - - 0 18,f8e8,0
r1b1r1k1/p3bppp/1p2p3/2p1P3/5B2/P1NR3P/1PP2PP1/R5K1 b - - 2 19,c8b7,0
r3r1k1/pb2bppp/1p2p3/1Np1P3/5B2/P2R3P/1PP2PP1/R5K1 b - - 4 20,e8d8,0
r2R2k1/pb2bppp/1p2p3/1Np1P3/5B2/P6P/1PP2PP1/R5K1 b - - 0 21,a8d8,0
3r2k1/Nb2bppp/1p2p3/2p1P3/5B2/P6P/1PP2PP1/R5K1 b - - 0 22,g7g5,0
3r2k1/Nb2bp1p/1p2p3/2p1P1p1/8/P3B2P/1PP2PP1/R5K1 b - - 1 23,f7f5,0
3r2k1/Nb2b2p/1p2pP2/2p3p1/8/P3B2P/1PP2PP1/R5K1 b - - 0 24,e7f6,0
3r2k1/1b5p/1p2pb2/1Np3p1/8/P3B2P/1PP2PP1/R5K1 b - - 1 25,b7e4,0
3r2k1/7p/1p2pb2/1Np3p1/4b3/P1P1B2P/1P3PP1/R5K1 b - - 0 26,e4d3,0
3r2k1/7p/1p2pb2/1Np3p1/P7/2PbB2P/1P3PP1/R5K1 b - - 0 27,d3c4,0
3r2k1/7p/1p2pb2/1Np3p1/P1b5/2P1BP1P/1P4P1/R5K1 b - - 0 28,h7h6,0
3r2k1/8/1p2pb1p/2p3p1/P1b5/N1P1BP1P/1P4P1/R5K1 b - - 1 29,c4b3,0
3r2k1/8/1p2pb1p/1Np3p1/P7/1bP1BP1P/1P4P1/R5K1 b - - 3 30,b3c4,0
3r2k1/8/1p2pb1p/1Np3p1/P1b4P/2P1BP2/1P4P1/R5K1 b - - 0 31,g5h4,0
3r2k1/8/1p2pb1p/1Np5/P1b2B1p/2P2P2/1P4P1/R5K1 b - - 1 32,f6g5,0
3r2k1/8/1p1Np2p/2p3b1/P1b2B1p/2P2P2/1P4P1/R5K1 b - - 3 33,c4d5,0
3r2k1/8/1p1Np2p/2pbB1b1/P6p/2P2P2/1P4P1/R5K1 b - - 5 34,g5e7,0
3r2k1/4b3/1p2p2p/2pbB3/P3N2p/2P2P2/1P4P1/R5K1 b - - 7 35,d8d7,0
6k1/3rb3/1p2pN1p/2pbB3/P6p/2P2P2/1P4P1/R5K1 b - - 9 36,e7f6,0
6k1/3r4/1p2pB1p/2pb4/P6p/2P2P2/1P4P1/R5K1 b - - 0 37,h4h3,0
6k1/3r4/1p2pB1p/2pb4/P7/2P2P1P/1P6/R5K1 b - - 0 38,d5f3,0
6k1/3r4/1p2pB1p/2p5/PP6/2P2b1P/8/R5K1 b - - 0 39,c5b4,0
6k1/3r4/1p2pB1p/8/PP6/5b1P/8/R5K1 b - - 0 40,d7d3,0
6k1/8/1p2pB1p/8/PP6/3r1b1P/7K/R7 b - - 2 41,d3d2,0
6k1/8/1p2pB1p/8/PP6/5b1P/3r4/R5K1 b - - 4 42,g8f7,0
8/5k2/1p2p2p/4B3/PP6/5b1P/3r4/R5K1 b - - 6 43,d2g2,0
8/5k2/1p2p2p/4B3/PP6/5b1P/6r1/R4K2 b - - 8 44,g2c2,0
8/5k2/1p2p2p/1P2B3/P7/5b1P/2r5/R4K2 b - - 0 45,c2c4,0
8/5k2/1p2p2p/1P6/P1r5/5bBP/8/R4K2 b - - 2 46,f3e4,0
8/5k2/1p2p2p/1P6/P1r1b3/6BP/4K3/R7 b - - 4 47,e4c2,0
8/5k2/1p2p2p/PP6/2r5/6BP/2b1K3/R7 b - - 0 48,b6a5,0
8/5k2/4p2p/RP6/2r5/6BP/2b1K3/8 b - - 0 49,c2f5,0
8/5k2/1P2p2p/R4b2/2r5/6BP/4K3/8 b - - 0 50,c4b4,0
8/R4k2/1P2p2p/5b2/1r6/6BP/4K3/8 b - - 2 51,f7f6,0
8/R1B5/1P2pk1p/5b2/1r6/7P/4K3/8 b - - 4 52,f5e4,0
8/R1B5/1P2pk1p/8/1r2b2P/8/4K3/8 b - - 0 53,b4b3,0
8/R1B5/1P2pk1p/8/4b2P/1r6/3K4/8 b - - 2 54,f6e7,0
8/2B1k3/1P2p2p/8/R3b2P/1r6/3K4/8 b - - 4 55,e4f3,0
8/2B1k3/1P2p2p/8/R6P/1r3b2/2K5/8 b - - 6 56,b3b5,0
8/2B1k3/1P2p2p/1r6/R6P/5b2/3K4/8 b - - 8 57,f3d5,0
8/2B1k3/1P2p2p/1r1b4/6RP/8/3K4/8 b - - 10 58,e7f7,0
8/2B2k2/1P2p2p/1r1b4/7P/8/3K4/6R1 b - - 12 59,b5b4,0
8/2B2k2/1P2p2p/3b3P/1r6/8/3K4/6R1 b - - 0 60,b4d4,0
8/2B2k2/1P2p2p/3b3P/3r4/8/4K3/6R1 b - - 2 61,d4h4,0
8/2B2k2/1P2p2p/3b3P/7r/8/4K3/1R6 b - - 4 62,h4h5,0
8/1PB2k2/4p2p/3b3r/8/8/4K3/1R6 b - - 0 63,d5b7,0
8/1RB2k2/4p2p/7r/8/8/4K3/8 b - - 0 64,f7g6,0
8/2B5/1R2p1kp/7r/8/8/4K3/8 b - - 2 65,g6f6,0
8/8/1R2pk1p/7r/5B2/8/4K3/8 b - - 4 66,h5h3,0
8/8/4pk1p/1R6/5B2/7r/4K3/8 b - - 6 67,f6f7,0
8/5k2/4p2p/1R6/5B2/7r/5K2/8 b - - 8 68,f7g6,0
1R6/8/4p1kp/8/5B2/7r/5K2/8 b - - 10 69,h6h5,0
8/8/4p1k1/1R5p/5B2/7r/5K2/8 b - - 1 70,h5h4,0
8/8/4p1k1/6R1/5B1p/7r/5K2/8 b - - 1 71,g6f6,0
8/8/4pk2/1R6/5B1p/7r/5K2/8 b - - 3 72,f6g6,0
8/8/4p1k1/1R6/5B1p/7r/6K1/8 b - - 5 73,h3d3,0
8/8/4p1k1/6R1/5B1p/3r4/6K1/8 b - - 7 74,g6f6,0
8/8/4pk2/7R/5B1p/3r4/6K1/8 b - - 9 75,h4h3,0
8/8/4pk2/7R/5B2/3r3p/7K/8 b - - 1 76,d3d5,0
8/8/4pk1R/3r4/5B2/7p/7K/8 b - - 3 77,f6f5,0
8/8/4p2R/3r1k2/8/6Bp/7K/8 b - - 5 78,d5d7,0
8/3r4/4p3/5k2/7R/6Bp/7K/8 b - - 7 79,e6e5,0
8/3r4/8/4pk2/7R/6BK/8/8 b - - 0 80,d7e7,0
8/4r3/8/4pk2/7R/6B1/6K1/8 b - - 2 81,e7g7,0
8/6r1/8/4pk2/7R/5KB1/8/8 b - - 4 82,e5e4,0
8/6r1/8/5k2/4p2R/6B1/5K2/8 b - - 1 83,g7g4,0
8/8/8/5k2/4p1r1/6B1/5K2/7R b - - 3 84,g4g5,0
8/8/8/5kr1/4p3/6B1/5K2/5R2 b - - 5 85,f5e6,0
8/8/4k3/6r1/4pB2/8/5K2/5R2 b - - 7 86,g5a5,0
8/8/4k3/r7/4pB2/4K3/8/5R2 b - - 9 87,e6d5,0
8/8/8/r2k4/4pB2/4K3/8/3R4 b - - 11 88,d5e6,0
8/8/4k3/r7/4KB2/8/8/3R4 b - - 0 89,a5a4,0
8/8/4k3/8/r4B2/5K2/8/3R4 b - - 2 90,a4a8,0
r7/8/4k3/8/5BK1/8/8/3R4 b - - 4 91,a8g8,0
6r1/8/4k3/8/5B2/5K2/8/3R4 b - - 6 92,g8a8,0
r7/8/3Rk3/8/5B2/5K2/8/8 b - - 8 93,e6f5,0
r7/8/8/5k2/3R1B2/5K2/8/8 b - - 10 94,a8a5,0
8/8/8/r4k2/2R2B2/5K2/8/8 b - - 12 95,a5a3,0
8/8/8/5k2/2R5/r3BK2/8/8 b - - 14 96,f5e5,0
8/8/8/2R1k3/8/r3BK2/8/8 b - - 16 97,e5d6,0
8/8/3k4/7R/8/r3BK2/8/8 b - - 18 98,a3a4,0
8/8/3k4/7R/r7/4B3/4K3/8 b - - 20 99,a4e4,0
8/8/3k4/7R/4r3/3KB3/8/8 b - - 22 100,e4g4,0
8/8/3k4/2B4R/6r1/3K4/8/8 b - - 24 101,d6e6,0
8/8/4k3/7R/3B2r1/3K4/8/8 b - - 26 102,g4g3,0
8/8/4k3/7R/8/3KB1r1/8/8 b - - 28 103,g3g4,0
8/8/4k3/7R/3B2r1/3K4/8/8 b - - 30 104,g4f4,0
8/8/4k3/4R3/3B1r2/3K4/8/8 b - - 32 105,e6d6,0
8/8/3k4/R7/3B1r2/3K4/8/8 b - - 34 106,f4h4,0
8/8/R2k4/8/3B3r/3K4/8/8 b - - 36 107,d6d5,0
8/8/8/R2k4/3B3r/3K4/8/8 b - - 38 108,d5d6,0
8/8/3k4/6R1/3B3r/3K4/8/8 b - - 40 109,h4h3,0
8/8/3k4/6R1/3BK3/7r/8/8 b - - 42 110,h3h4,0
8/8/3k4/6R1/3B3r/3K4/8/8 b - - 44 111,h4h1,0
8/8/3k4/6R1/8/3K4/5B2/7r b - - 46 112,h1f1,0
8/8/3k4/5R2/8/3K4/5B2/5r2 b - - 48 113,d6d7,0
8/3k4/8/5R2/4K3/8/5B2/5r2 b - - 50 114,d7e6,0
8/8/4k3/4R3/4K3/8/5B2/5r2 b - - 52 115,e6d6,0
8/8/3k4/3R4/4K3/8/5B2/5r2 b - - 54 116,d6c6,0
8/8/2k5/2R5/4K3/8/5B2/5r2 b - - 56 117,c6d6,0
8/8/3k4/8/4K3/8/2R2B2/5r2 b - - 58 118,d6e6,0
8/8/2R1k3/8/4K3/8/5B2/5r2 b - - 60 119,e6d7,0
8/3k4/5R2/8/4K3/8/5B2/5r2 b - - 62 120,d7e7,0
8/4k3/5R2/4K3/8/8/5B2/5r2 b - - 64 121,f1h1,0
8/4k3/8/4KR2/8/8/5B2/7r b - - 66 122,e7d7,0
8/3k4/8/3K1R2/8/8/5B2/7r b - - 68 123,h1h7,0
8/3k3r/8/3K1R2/8/6B1/8/8 b - - 70 124,d7c8,0
2k5/7r/2K5/5R2/8/6B1/8/8 b - - 72 125,h7c7,0
2k5/2r5/8/3K1R2/8/6B1/8/8 b - - 74 126,c7h7,0
2k5/7r/8/5R2/4K3/6B1/8/8 b - - 76 127,c8b7,0
8/1k5r/8/8/4K3/6B1/8/5R2 b - - 78 128,b7c6,0
8/7r/2k5/5R2/4K3/6B1/8/8 b - - 80 129,h7h1,0
8/8/2k5/5R2/4KB2/8/8/7r b - - 82 130,c6b6,0
5R2/8/1k6/8/4KB2/8/8/7r b - - 84 131,b6c5,0
1B3R2/8/8/2k5/4K3/8/8/7r b - - 86 132,h1e1,0
1B3R2/8/8/2k5/8/3K4/8/4r3 b - - 88 133,e1d1,0
1B3R2/8/8/2k5/8/8/2K5/3r4 b - - 90 134,d1h1,0
