state,move,class
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,0
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,d5e4,0
rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR b KQkq - 0 4,b8d7,0
r1bqkbnr/pp1npppp/2p5/8/3PN3/5N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,g8f6,0
r1bqkb1r/pp1npppp/2p2N2/8/3P4/5N2/PPP2PPP/R1BQKB1R b KQkq - 0 6,d7f6,0
r1bqkb1r/pp2pppp/2p2n2/8/3P4/3B1N2/PPP2PPP/R1BQK2R b KQkq - 1 7,g7g6,0
r1bqkb1r/pp2pp1p/2p2np1/8/3P4/3B1N2/PPP2PPP/R1BQ1RK1 b kq - 1 8,f8g7,0
r1bqk2r/pp2ppbp/2p2np1/8/3P4/3B1N2/PPP2PPP/R1BQR1K1 b kq - 3 9,e8g8,0
r1bq1rk1/pp2ppbp/2p2np1/8/3P4/3B1N1P/PPP2PP1/R1BQR1K1 b - - 0 10,c8f5,0
r2q1rk1/pp2ppbp/2p2np1/5b2/3P1B2/3B1N1P/PPP2PP1/R2QR1K1 b - - 2 11,e7e6,0
r2q1rk1/pp3pbp/2p1pnp1/5b2/3P1B2/5N1P/PPP2PP1/R2QRBK1 b - - 1 12,h7h5,0
r2q1rk1/pp3pb1/2p1pnp1/5b1p/3P1B2/2P2N1P/PP3PP1/R2QRBK1 b - - 0 13,f6d5,0
r2q1rk1/pp3pb1/2p1p1p1/3nBb1p/3P4/2P2N1P/PP3PP1/R2QRBK1 b - - 2 14,g7e5,0
r2q1rk1/pp3p2/2p1p1p1/3nPb1p/8/2P2N1P/PP3PP1/R2QRBK1 b - - 0 15,d8e7,0
r4rk1/pp2qp2/2p1p1p1/3nPb1p/P7/2P2N1P/1P3PP1/R2QRBK1 b - - 0 16,f8d8,0
r2r2k1/pp2qp2/2p1p1p1/3nPb1p/P7/2P2N1P/1P2QPP1/R3RBK1 b - - 2 17,a7a5,0
r2r2k1/1p2qp2/2p1p1p1/p2nPb1p/P7/2P2NPP/1P2QP2/R3RBK1 b - - 0 18,g8g7,0
r2r4/1p2qpk1/2p1p1p1/p2nPb1p/P2N4/2P3PP/1P2QP2/R3RBK1 b - - 2 19,d8h8,0
r6r/1p2qpk1/2p1p1p1/p2nPb1p/P2N4/2P3PP/1P2QPB1/R3R1K1 b - - 4 20,a8d8,0
3r3r/1p2qpk1/2p1p1p1/p2nPb1p/P2N1P2/2P3PP/1P2Q1B1/R3R1K1 b - - 0 21,c6c5,0
3r3r/1p2qpk1/4p1p1/p1pnPN1p/P4P2/2P3PP/1P2Q1B1/R3R1K1 b - - 0 22,g6f5,0
3r3r/1p2qpk1/4p3/p1pnPp1p/P4P1P/2P3P1/1P2Q1B1/R3R1K1 b - - 0 23,d5b6,0
3r3r/1p2qpk1/1n2p3/pQp1Pp1p/P4P1P/2P3P1/1P4B1/R3R1K1 b - - 2 24,e7c7,0
3r3r/1pq2pk1/1n2p3/pQp1Pp1p/P4P1P/2P3P1/1P4B1/3RR1K1 b - - 4 25,c5c4,0
3r3r/1pq2pk1/1n2p3/pQ2Pp1p/P1p2P1P/2P3P1/1P4BK/3RR3 b - - 1 26,b6c8,0
2nr3r/1pq2pk1/4p3/pQ2Pp1p/P1p2P1P/2P3PK/1P4B1/3RR3 b - - 3 27,c8a7,0
3r3r/nQq2pk1/4p3/p3Pp1p/P1p2P1P/2P3PK/1P4B1/3RR3 b - - 0 28,c7b7,0
3r3r/nB3pk1/4p3/p3Pp1p/P1p2P1P/2P3PK/1P6/3RR3 b - - 0 29,d8b8,0
1r5r/n4pk1/B3p3/p3Pp1p/P1p2P1P/2P3PK/1P6/3RR3 b - - 2 30,b8b2,0
7r/n4pk1/4p3/p3Pp1p/P1B2P1P/2P3PK/1r6/3RR3 b - - 0 31,g7g6,0
7r/n4p2/4p1k1/p3Pp1p/P1B2P1P/2P3PK/1r2R3/3R4 b - - 2 32,b2b7,0
7r/nr3p2/B3p1k1/p3Pp1p/P4P1P/2P3PK/4R3/3R4 b - - 4 33,b7b6,0
7r/n4p2/Br1Rp1k1/p3Pp1p/P4P1P/2P3PK/4R3/8 b - - 6 34,b6b1,0
7r/n4p2/3Rp1k1/p3Pp1p/P4P1P/2PB2PK/4R3/1r6 b - - 8 35,b1b3,0
7r/n2R1p2/4p1k1/p3Pp1p/P4P1P/1rPB2PK/4R3/8 b - - 10 36,a7c8,0
2n4r/3R1p2/4p1k1/p3Pp1p/P4P1P/1rPB2PK/2R5/8 b - - 12 37,b3b1,0
2n4r/3R1p2/4p1k1/p3Pp1p/P1P2P1P/3B2PK/2R5/1r6 b - - 0 38,c8b6,0
7r/1R3p2/1n2p1k1/p3Pp1p/P1P2P1P/3B2PK/2R5/1r6 b - - 2 39,b1b4,0
7r/1R3p2/1n2p1k1/p1P1Pp1p/Pr3P1P/3B2PK/2R5/8 b - - 0 40,b6d5,0
7r/5p2/4p1k1/p1PnPp1p/PR3P1P/3B2PK/2R5/8 b - - 0 41,a5b4,0
7r/5p2/4p1k1/P1PnPp1p/1p3P1P/3B2PK/2R5/8 b - - 0 42,b4b3,0
7r/5p2/4p1k1/P1PnPp1p/5P1P/1p1B2PK/1R6/8 b - - 1 43,h8a8,0
r7/5p2/P3p1k1/2PnPp1p/5P1P/1p1B2PK/1R6/8 b - - 0 44,d5b4,0
r7/5p2/P3p1k1/2P1Pp1p/1nB2P1P/1p4PK/1R6/8 b - - 2 45,b4a6,0
r7/5p2/B3p1k1/2P1Pp1p/5P1P/1p4PK/1R6/8 b - - 0 46,a8a6,0
8/5p2/r3p1k1/2P1Pp1p/5P1P/1R4PK/8/8 b - - 0 47,g6g7,0
8/5pk1/r3p3/2P1Pp1p/5P1P/1R4P1/6K1/8 b - - 2 48,a6a2,0
8/5pk1/4p3/2P1Pp1p/5P1P/1R3KP1/r7/8 b - - 4 49,a2c2,0
8/5pk1/4p3/1RP1Pp1p/5P1P/5KP1/2r5/8 b - - 6 50,g7f8,0
5k2/5p2/4p3/1RP1Pp1p/5P1P/4K1P1/2r5/8 b - - 8 51,f8e8,0
4k3/5p2/4p3/1RP1Pp1p/3K1P1P/6P1/2r5/8 b - - 10 52,e8d7,0
8/1R1k1p2/4p3/2P1Pp1p/3K1P1P/6P1/2r5/8 b - - 12 53,d7e8,0
4k3/R4p2/4p3/2P1Pp1p/3K1P1P/6P1/2r5/8 b - - 14 54,c2c1,0
R3k3/5p2/4p3/2P1Pp1p/3K1P1P/6P1/8/2r5 b - - 16 55,e8d7,0
8/R2k1p2/4p3/2P1Pp1p/3K1P1P/6P1/8/2r5 b - - 18 56,d7c6,0
8/5R2/2k1p3/2P1Pp1p/3K1P1P/6P1/8/2r5 b - - 0 57,c1c4,0
8/5R2/2k1p3/2P1Pp1p/2r2P1P/3K2P1/8/8 b - - 2 58,c4b4,0
8/4R3/2k1p3/2P1Pp1p/1r3P1P/3K2P1/8/8 b - - 4 59,c6c5,0
8/8/4R3/2k1Pp1p/1r3P1P/3K2P1/8/8 b - - 0 60,b4b3,0
8/8/4R3/2k1Pp1p/5P1P/1r4P1/4K3/8 b - - 2 61,b3g3,0
8/8/5R2/2k1Pp1p/5P1P/6r1/4K3/8 b - - 1 62,g3b3,0
8/8/8/2k1PR1p/5P1P/1r6/4K3/8 b - - 0 63,c5d4,0
8/8/4P3/5R1p/3k1P1P/1r6/4K3/8 b - - 0 64,b3e3,0
8/8/4P3/5R1p/3k1P1P/4r3/5K2/8 b - - 2 65,e3e6,0
8/8/4r3/7R/3k1P1P/8/5K2/8 b - - 0 66,e6c6,0
8/8/2r5/4R3/3k1P1P/8/5K2/8 b - - 2 67,c6c1,0
8/8/8/4R2P/3k1P2/8/5K2/2r5 b - - 0 68,c1a1,0
8/8/8/4R2P/3k1P2/6K1/8/r7 b - - 2 69,a1h1,0
8/8/8/4R2P/3k1PK1/8/8/7r b - - 4 70,d4d3,0
8/8/8/4R1KP/5P2/3k4/8/7r b - - 6 71,h1g1,0
8/8/8/4RK1P/5P2/3k4/8/6r1 b - - 8 72,g1h1,0
8/8/6K1/4R2P/5P2/3k4/8/7r b - - 10 73,h1a1,0
8/8/6KP/4R3/5P2/3k4/8/r7 b - - 0 74,a1a6,0
8/8/r6P/4R1K1/5P2/3k4/8/8 b - - 2 75,a6a7,0
8/r7/7P/4R3/5PK1/3k4/8/8 b - - 4 76,a7h7,0
8/7r/7P/7R/5PK1/3k4/8/8 b - - 6 77,h7h8,0
7r/7P/8/7R/5PK1/3k4/8/8 b - - 0 78,d3c3,0
7r/7P/8/6KR/5P2/2k5/8/8 b - - 2 79,c3d2,0
7r/7P/8/5PKR/8/8/3k4/8 b - - 0 80,d2d3,0
7r/7P/5K2/5P1R/8/3k4/8/8 b - - 2 81,d3c4,0
7r/6KP/8/5P1R/2k5/8/8/8 b - - 4 82,h8d8,0
3r3Q/6K1/8/5P1R/2k5/8/8/8 b - - 0 83,d8d7,0
7Q/3r4/6K1/5P1R/2k5/8/8/8 b - - 2 84,d7d3,0
7Q/8/6K1/5P2/2k5/3r3R/8/8 b - - 4 85,d3d6,0
7Q/8/3r1PK1/8/2k5/7R/8/8 b - - 0 86,d6d1,0
2Q5/8/5PK1/8/2k5/7R/8/3r4 b - - 2 87,c4d5,0
3Q4/8/5PK1/3k4/8/7R/8/3r4 b - - 4 88,d5c6,0
8/8/2k2PK1/8/8/7R/8/3Q4 b - - 0 89,c6c5,0
8/8/5PK1/2k5/8/7R/2Q5/8 b - - 2 90,c5d6,0
8/8/3k1PK1/8/8/3R4/2Q5/8 b - - 4 91,d6e5,0
8/8/5PK1/4k3/8/3R4/1Q6/8 b - - 6 92,e5e4,0
8/8/5PK1/8/3Qk3/3R4/8/8 b - - 8 93,,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,0
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1c3,0
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,d1g4,0
rnbqk2r/ppp2ppp/4pn2/3p4/1b1PP1Q1/2N5/PPP2PPP/R1B1KBNR w KQkq - 4 5,g4g7,0
rnbqk1r1/ppp2pQp/4pn2/3p4/1b1PP3/2N5/PPP2PPP/R1B1KBNR w KQq - 1 6,g7h6,0
rnbqk1r1/pp3p1p/4pn1Q/2pp4/1b1PP3/2N5/PPP2PPP/R1B1KBNR w KQq - 0 7,a2a3,0
rnbqk3/pp3p1p/4pnrQ/2pp4/1b1PP3/P1N5/1PP2PPP/R1B1KBNR w KQq - 1 8,h6h4,0
rnbqk3/pp3p1p/4pnr1/2pp4/3PP2Q/P1b5/1PP2PPP/R1B1KBNR w KQq - 0 9,b2c3,0
rnbqk3/pp3p1p/4pn2/2pp4/3PP1rQ/P1P5/2P2PPP/R1B1KBNR w KQq - 1 10,h4h6,0
rnbqk3/pp3p1p/4pnrQ/2pp4/3PP3/P1P5/2P2PPP/R1B1KBNR w KQq - 3 11,h6e3,0
rnbqk3/pp3p1p/4pnr1/2p5/3Pp3/P1P1Q3/2P2PPP/R1B1KBNR w KQq - 0 12,g1e2,0
rn1qk3/pp1b1p1p/4pnr1/2p5/3Pp3/P1P1Q3/2P1NPPP/R1B1KB1R w KQq - 2 13,a1b1,0
rn1qk3/pp3p1p/2b1pnr1/2p5/3Pp3/P1P1Q3/2P1NPPP/1RB1KB1R w Kq - 4 14,d4c5,0
r2qk3/pp1n1p1p/2b1pnr1/2P5/4p3/P1P1Q3/2P1NPPP/1RB1KB1R w Kq - 1 15,e2d4,0
r2qk3/pp1n1p1p/2b1p1r1/2Pn4/3Np3/P1P1Q3/2P2PPP/1RB1KB1R w Kq - 3 16,e3d2,0
r3k3/pp1n1p1p/2b1pqr1/2Pn4/3Np3/P1P5/2PQ1PPP/1RB1KB1R w Kq - 5 17,c3c4,0
r3k3/pp1nnp1p/2b1pqr1/2P5/2PNp3/P7/2PQ1PPP/1RB1KB1R w Kq - 1 18,c1b2,0
r3k3/pp1nnp1p/2b2qr1/2P1p3/2PNp3/P7/1BPQ1PPP/1R2KB1R w Kq - 0 19,d4b5,0
r4k2/pp1nnp1p/2b2qr1/1NP1p3/2P1p3/P7/1BPQ1PPP/1R2KB1R w K - 2 20,b1d1,0
r4k2/pp1n1p1p/2b2qr1/1NP1pn2/2P1p3/P7/1BPQ1PPP/3RKB1R w K - 4 21,b5c7,0
r4k2/ppNn1p1p/2b2qr1/2P1pn2/2P5/P3p3/1BPQ1PPP/3RKB1R w K - 0 22,f2e3,0
2r2k2/ppNn1p1p/2b2qr1/2P1pn2/2P5/P3P3/1BPQ2PP/3RKB1R w K - 1 23,c7b5,0
2r2k2/pp1n1p1p/5qr1/1bP1pn2/2P5/P3P3/1BPQ2PP/3RKB1R w K - 0 24,c4b5,0
2r2k2/pp3p1p/5qr1/1Pn1pn2/8/P3P3/1BPQ2PP/3RKB1R w K - 0 25,g2g3,0
2r2k2/pp3p1p/5qr1/1P2pn2/4n3/P3P1P1/1BPQ3P/3RKB1R w K - 1 26,d2b4,0
2r2k2/pp3p1p/3n1qr1/1P2p3/1Q2n3/P3P1P1/1BP4P/3RKB1R w K - 3 27,d1d2,0
2r2k2/pp3p1p/3n1qr1/1P2p3/1Q6/P3P1P1/1BPn3P/4KB1R w K - 0 28,b4d2,0
2r2k2/pp3p1p/3n2r1/1P2p3/8/P3PqP1/1BPQ3P/4KB1R w K - 1 29,f1g2,0
2r2k2/pp3p1p/3n2r1/1P2pq2/8/P3P1P1/1BPQ2BP/4K2R w K - 3 30,b2c3,0
5k2/pp3p1p/3n2r1/1Pr1pq2/8/P1B1P1P1/2PQ2BP/4K2R w K - 5 31,g2d5,0
5k2/pp3p1p/3n1r2/1PrBpq2/8/P1B1P1P1/2PQ3P/4K2R w K - 7 32,g3g4,0
2q2k2/pp3p1p/3n1r2/1PrBp3/6P1/P1B1P3/2PQ3P/4K2R w K - 1 33,c3e5,0
2q2k2/pp3p1p/3n1r2/1P1BB3/6P1/P3P3/2rQ3P/4K2R w K - 0 34,e5f6,0
2q2k2/pp3p1p/3n1B2/1P1B4/6P1/P3P3/3r3P/4K2R w K - 0 35,e1d2,0
5k2/pp3p1p/3n1B2/1PqB4/6P1/P3P3/3K3P/7R w - - 1 36,d5g2,0
5k2/pp3p1p/5B2/1Pq5/2n3P1/P3P3/3K2BP/7R w - - 3 37,d2d3,0
5k2/pp3p1p/5B2/1Pq5/6P1/P2Kn3/6BP/7R w - - 0 38,f6c3,0
5k2/pp3p1p/8/1Pqn4/6P1/P1BK4/6BP/7R w - - 2 39,c3b4,0
5k2/pp3p1p/8/1Pq5/1n4P1/P2K4/6BP/7R w - - 0 40,a3b4,0
5k2/pp3p1p/8/1P6/1q4P1/3K4/6BP/7R w - - 0 41,g2e4,0
5k2/pp3p1p/8/1q6/4B1P1/3K4/7P/7R w - - 0 42,d3d4,0
5k2/pp3p1p/8/8/1q1KB1P1/8/7P/7R w - - 2 43,d4d3,0
5k2/1p3p1p/8/p7/1q2B1P1/3K4/7P/7R w - - 0 44,h1d1,0
5k2/1p3p1p/8/8/pq2B1P1/3K4/7P/3R4 w - - 0 45,d1d2,0
5k2/1p3p1p/8/8/p3B1P1/1q1K4/3R3P/8 w - - 2 46,d3d4,0
5k2/1p3p1p/8/8/pq1KB1P1/8/3R3P/8 w - - 4 47,d4d3,0
5k2/1p3p1p/3q4/8/p3B1P1/3K4/3R3P/8 w - - 6 48,d3e3,0
5k2/1p3p1p/8/2q5/p3B1P1/4K3/3R3P/8 w - - 8 49,d2d4,0
5k2/1p3p1p/8/2q5/3RB1P1/p3K3/7P/8 w - - 0 50,e4d5,0
5k2/1p3p1p/8/3B4/3R2P1/p1q1K3/7P/8 w - - 2 51,e3e4,0
5k2/5p1p/8/1p1B4/3RK1P1/p1q5/7P/8 w - - 0 52,d4d3,0
5k2/5p1p/8/1p1B4/4K1P1/p2R4/2q4P/8 w - - 2 53,d5b3,0
5k2/5p1p/8/1p6/4K1P1/pB1R4/6qP/8 w - - 4 54,e4e3,0
5k2/5p1p/8/8/1p4P1/pB1RK3/6qP/8 w - - 0 55,b3d5,0
5k2/5p1p/8/3B4/1p4P1/p2RK3/7q/8 w - - 0 56,d5b3,0
5k2/5p1p/8/8/1p4P1/1B1RK3/p6q/8 w - - 0 57,b3a2,0
5k2/5p1p/8/8/1p4P1/3RK3/q7/8 w - - 0 58,e3e4,0
5k2/5p1p/8/8/4K1P1/1p1R4/q7/8 w - - 0 59,d3d8,0
3R4/5pkp/8/8/4K1P1/1p6/q7/8 w - - 2 60,d8b8,0
1R6/q4pkp/8/8/4K1P1/1p6/8/8 w - - 4 61,b8b3,0
8/5pkp/8/8/q3K1P1/1R6/8/8 w - - 1 62,e4d5,0
8/5pkp/8/3K4/6P1/1q6/8/8 w - - 0 63,d5c5,0
8/5pk1/8/2K4p/6P1/1q6/8/8 w - - 0 64,g4h5,0
8/6k1/8/2K2p1P/8/1q6/8/8 w - - 0 65,c5d4,0
8/6k1/8/7P/3K1p2/1q6/8/8 w - - 0 66,h5h6,0
8/8/7k/8/3K1p2/1q6/8/8 w - - 0 67,d4e5,0
8/8/7k/4K3/8/1q3p2/8/8 w - - 0 68,e5d4,0
8/8/7k/8/3K4/1q6/5p2/8 w - - 0 69,d4e5,0
8/8/7k/4K3/8/1q6/8/5q2 w - - 0 70,e5d6,0
8/8/3K3k/8/8/2q5/8/5q2 w - - 2 71,d6e7,0
8/4K3/5q1k/8/8/2q5/8/8 w - - 4 72,e7e8,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e6,1
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,1
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,f8b4,1
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP1Q1/2N5/PPP2PPP/R1B1KBNR b KQkq - 3 4,g8f6,1
rnbqk2r/ppp2pQp/4pn2/3p4/1b1PP3/2N5/PPP2PPP/R1B1KBNR b KQkq - 0 5,h8g8,1
rnbqk1r1/ppp2p1p/4pn1Q/3p4/1b1PP3/2N5/PPP2PPP/R1B1KBNR b KQq - 2 6,c7c5,1
rnbqk1r1/pp3p1p/4pn1Q/2pp4/1b1PP3/P1N5/1PP2PPP/R1B1KBNR b KQq - 0 7,g8g6,1
rnbqk3/pp3p1p/4pnr1/2pp4/1b1PP2Q/P1N5/1PP2PPP/R1B1KBNR b KQq - 2 8,b4c3,1
rnbqk3/pp3p1p/4pnr1/2pp4/3PP2Q/P1P5/2P2PPP/R1B1KBNR b KQq - 0 9,g6g4,1
rnbqk3/pp3p1p/4pn1Q/2pp4/3PP1r1/P1P5/2P2PPP/R1B1KBNR b KQq - 2 10,g4g6,1
rnbqk3/pp3p1p/4pnr1/2pp4/3PP3/P1P1Q3/2P2PPP/R1B1KBNR b KQq - 4 11,d5e4,1
rnbqk3/pp3p1p/4pnr1/2p5/3Pp3/P1P1Q3/2P1NPPP/R1B1KB1R b KQq - 1 12,c8d7,1
rn1qk3/pp1b1p1p/4pnr1/2p5/3Pp3/P1P1Q3/2P1NPPP/1RB1KB1R b Kq - 3 13,d7c6,1
rn1qk3/pp3p1p/2b1pnr1/2P5/4p3/P1P1Q3/2P1NPPP/1RB1KB1R b Kq - 0 14,b8d7,1
r2qk3/pp1n1p1p/2b1pnr1/2P5/3Np3/P1P1Q3/2P2PPP/1RB1KB1R b Kq - 2 15,f6d5,1
r2qk3/pp1n1p1p/2b1p1r1/2Pn4/3Np3/P1P5/2PQ1PPP/1RB1KB1R b Kq - 4 16,d8f6,1
r3k3/pp1n1p1p/2b1pqr1/2Pn4/2PNp3/P7/2PQ1PPP/1RB1KB1R b Kq - 0 17,d5e7,1
r3k3/pp1nnp1p/2b1pqr1/2P5/2PNp3/P7/1BPQ1PPP/1R2KB1R b Kq - 2 18,e6e5,1
r3k3/pp1nnp1p/2b2qr1/1NP1p3/2P1p3/P7/1BPQ1PPP/1R2KB1R b Kq - 1 19,e8f8,1
r4k2/pp1nnp1p/2b2qr1/1NP1p3/2P1p3/P7/1BPQ1PPP/3RKB1R b K - 3 20,e7f5,1
r4k2/ppNn1p1p/2b2qr1/2P1pn2/2P1p3/P7/1BPQ1PPP/3RKB1R b K - 5 21,e4e3,1
r4k2/ppNn1p1p/2b2qr1/2P1pn2/2P5/P3P3/1BPQ2PP/3RKB1R b K - 0 22,a8c8,1
2r2k2/pp1n1p1p/2b2qr1/1NP1pn2/2P5/P3P3/1BPQ2PP/3RKB1R b K - 2 23,c6b5,1
2r2k2/pp1n1p1p/5qr1/1PP1pn2/8/P3P3/1BPQ2PP/3RKB1R b K - 0 24,d7c5,1
2r2k2/pp3p1p/5qr1/1Pn1pn2/8/P3P1P1/1BPQ3P/3RKB1R b K - 0 25,c5e4,1
2r2k2/pp3p1p/5qr1/1P2pn2/1Q2n3/P3P1P1/1BP4P/3RKB1R b K - 2 26,f5d6,1
2r2k2/pp3p1p/3n1qr1/1P2p3/1Q2n3/P3P1P1/1BPR3P/4KB1R b K - 4 27,e4d2,1
2r2k2/pp3p1p/3n1qr1/1P2p3/8/P3P1P1/1BPQ3P/4KB1R b K - 0 28,f6f3,1
2r2k2/pp3p1p/3n2r1/1P2p3/8/P3PqP1/1BPQ2BP/4K2R b K - 2 29,f3f5,1
2r2k2/pp3p1p/3n2r1/1P2pq2/8/P1B1P1P1/2PQ2BP/4K2R b K - 4 30,c8c5,1
5k2/pp3p1p/3n2r1/1PrBpq2/8/P1B1P1P1/2PQ3P/4K2R b K - 6 31,g6f6,1
5k2/pp3p1p/3n1r2/1PrBpq2/6P1/P1B1P3/2PQ3P/4K2R b K - 0 32,f5c8,1
2q2k2/pp3p1p/3n1r2/1PrBB3/6P1/P3P3/2PQ3P/4K2R b K - 0 33,c5c2,1
2q2k2/pp3p1p/3n1B2/1P1B4/6P1/P3P3/2rQ3P/4K2R b K - 0 34,c2d2,1
2q2k2/pp3p1p/3n1B2/1P1B4/6P1/P3P3/3K3P/7R b - - 0 35,c8c5,1
5k2/pp3p1p/3n1B2/1Pq5/6P1/P3P3/3K2BP/7R b - - 2 36,d6c4,1
5k2/pp3p1p/5B2/1Pq5/2n3P1/P2KP3/6BP/7R b - - 4 37,c4e3,1
5k2/pp3p1p/8/1Pq5/6P1/P1BKn3/6BP/7R b - - 1 38,e3d5,1
5k2/pp3p1p/8/1Pqn4/1B4P1/P2K4/6BP/7R b - - 3 39,d5b4,1
5k2/pp3p1p/8/1Pq5/1P4P1/3K4/6BP/7R b - - 0 40,c5b4,1
5k2/pp3p1p/8/1P6/1q2B1P1/3K4/7P/7R b - - 1 41,b4b5,1
5k2/pp3p1p/8/1q6/3KB1P1/8/7P/7R b - - 1 42,b5b4,1
5k2/pp3p1p/8/8/1q2B1P1/3K4/7P/7R b - - 3 43,a7a5,1
5k2/1p3p1p/8/p7/1q2B1P1/3K4/7P/3R4 b - - 1 44,a5a4,1
5k2/1p3p1p/8/8/pq2B1P1/3K4/3R3P/8 b - - 1 45,b4b3,1
5k2/1p3p1p/8/8/p2KB1P1/1q6/3R3P/8 b - - 3 46,b3b4,1
5k2/1p3p1p/8/8/pq2B1P1/3K4/3R3P/8 b - - 5 47,b4d6,1
5k2/1p3p1p/3q4/8/p3B1P1/4K3/3R3P/8 b - - 7 48,d6c5,1
5k2/1p3p1p/8/2q5/p2RB1P1/4K3/7P/8 b - - 9 49,a4a3,1
5k2/1p3p1p/8/2qB4/3R2P1/p3K3/7P/8 b - - 1 50,c5c3,1
5k2/1p3p1p/8/3B4/3RK1P1/p1q5/7P/8 b - - 3 51,b7b5,1
5k2/5p1p/8/1p1B4/4K1P1/p1qR4/7P/8 b - - 1 52,c3c2,1
5k2/5p1p/8/1p6/4K1P1/pB1R4/2q4P/8 b - - 3 53,c2g2,1
5k2/5p1p/8/1p6/6P1/pB1RK3/6qP/8 b - - 5 54,b5b4,1
5k2/5p1p/8/3B4/1p4P1/p2RK3/6qP/8 b - - 1 55,g2h2,1
5k2/5p1p/8/8/1p4P1/pB1RK3/7q/8 b - - 1 56,a3a2,1
5k2/5p1p/8/8/1p4P1/3RK3/B6q/8 b - - 0 57,h2a2,1
5k2/5p1p/8/8/1p2K1P1/3R4/q7/8 b - - 1 58,b4b3,1
3R1k2/5p1p/8/8/4K1P1/1p6/q7/8 b - - 1 59,f8g7,1
1R6/5pkp/8/8/4K1P1/1p6/q7/8 b - - 3 60,a2a7,1
8/q4pkp/8/8/4K1P1/1R6/8/8 b - - 0 61,a7a4,1
8/5pkp/8/3K4/q5P1/1R6/8/8 b - - 2 62,a4b3,1
8/5pkp/8/2K5/6P1/1q6/8/8 b - - 1 63,h7h5,1
8/5pk1/8/2K4P/8/1q6/8/8 b - - 0 64,f7f5,1
8/6k1/8/5p1P/3K4/1q6/8/8 b - - 1 65,f5f4,1
8/6k1/7P/8/3K1p2/1q6/8/8 b - - 0 66,g7h6,1
8/8/7k/4K3/5p2/1q6/8/8 b - - 1 67,f4f3,1
8/8/7k/8/3K4/1q3p2/8/8 b - - 1 68,f3f2,1
8/8/7k/4K3/8/1q6/5p2/8 b - - 1 69,f2f1q,1
8/8/3K3k/8/8/1q6/8/5q2 b - - 1 70,b3c3,1
8/4K3/7k/8/8/2q5/8/5q2 b - - 3 71,f1f6,1
4K3/8/5q1k/8/8/2q5/8/8 b - - 5 72,c3c6,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,1
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1d2,1
rnbqkbnr/pp2pppp/2p5/8/3Pp3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4,d2e4,1
rnbqkb1r/pp2pppp/2p2n2/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 1 5,e4f6,1
rnbqkb1r/pp3ppp/2p2p2/8/3P4/8/PPP2PPP/R1BQKBNR w KQkq - 0 6,g1f3,1
rnbqk2r/pp3ppp/2pb1p2/8/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq - 2 7,f1d3,1
rnbq1rk1/pp3ppp/2pb1p2/8/3P4/3B1N2/PPP2PPP/R1BQK2R w KQ - 4 8,c1e3,1
r1bq1rk1/pp3ppp/n1pb1p2/8/3P4/3BBN2/PPP2PPP/R2QK2R w KQ - 6 9,c2c3,1
r1bq1rk1/ppn2ppp/2pb1p2/8/3P4/2PBBN2/PP3PPP/R2QK2R w KQ - 1 10,d1c2,1
r1bq1rk1/ppn2pp1/2pb1p1p/8/3P4/2PBBN2/PPQ2PPP/R3K2R w KQ - 0 11,e1g1,1
r1bq1rk1/pp3pp1/2pb1p1p/3n4/3P4/2PBBN2/PPQ2PPP/R4RK1 w - - 2 12,a1e1,1
r2q1rk1/pp3pp1/2pbbp1p/3n4/3P4/2PBBN2/PPQ2PPP/4RRK1 w - - 4 13,d3h7,1
