state,move,class
3k4/pQq5/P1P2p2/8/5p1p/5P2/6PK/8 b - - 1 55,f6f5,0
3k4/pQq5/P1P5/5p2/5p1p/5P1K/6P1/8 b - - 1 56,c7c8,0
2qk4/Q7/P1P5/5p2/5p1p/5P1K/6P1/8 b - - 0 57,c8c6,0
1Q1k4/8/P1q5/5p2/5p1p/5P1K/6P1/8 b - - 1 58,d8d7,0
1Q6/P2k4/2q5/5p2/5p1p/5P1K/6P1/8 b - - 0 59,c6c1,0
1Q6/P2k4/8/5p2/5p1p/5P2/6PK/2q5 b - - 2 60,c1e1,0
8/P2k4/8/1Q3p2/5p1p/5P2/6PK/4q3 b - - 4 61,d7e7,0
Q7/4k3/8/1Q3p2/5p1p/5P2/6PK/4q3 b - - 0 62,e1g3,0
Q7/4k3/8/1Q3p2/5p1p/5Pq1/6P1/6K1 b - - 2 63,g3e1,0
Q7/4k3/8/5p2/5p1p/5P2/6P1/4qQK1 b - - 4 64,e1f1,0
Q7/4k3/8/5p2/5p1p/5P2/6P1/5K2 b - - 0 65,e7d6,0
3Q4/8/3k4/5p2/5p1p/5P2/6P1/5K2 b - - 2 66,d6e6,0
8/8/4k3/5p2/5p1Q/5P2/6P1/5K2 b - - 0 67,e6e5,0
8/8/8/4kp2/5p1Q/5P2/4K1P1/8 b - - 2 68,e5d5,0
8/8/8/3k1p2/5Q2/5P2/4K1P1/8 b - - 0 69,d5e6,0
8/8/4k3/5p2/5Q2/3K1P2/6P1/8 b - - 2 70,e6f6,0
8/8/3Q1k2/5p2/8/3K1P2/6P1/8 b - - 4 71,f6f7,0
8/5k2/3Q4/5p2/8/4KP2/6P1/8 b - - 6 72,f7e8,0
4k3/8/3Q4/5p2/5K2/5P2/6P1/8 b - - 8 73,e8f7,0
8/5k2/3Q4/5K2/8/5P2/6P1/8 b - - 0 74,f7e8,0
4k3/2Q5/8/5K2/8/5P2/6P1/8 b - - 2 75,e8f8,0
5k2/2Q5/5K2/8/8/5P2/6P1/8 b - - 4 76,f8g8,0
6k1/6Q1/5K2/8/8/5P2/6P1/8 b - - 6 77,,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,0
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,e4d5,0
rnbqkbnr/ppp2ppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,d2d4,0
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,f1d3,0
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/3B1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,c2c3,0
rnbqk2r/pp3ppp/3b1n2/2pp4/3P4/2PB1N2/PP3PPP/RNBQK2R w KQkq - 1 7,d1e2,0
rnbqk2r/pp2bppp/5n2/2pp4/3P4/2PB1N2/PP2QPPP/RNB1K2R w KQkq - 3 8,d4c5,0
rnbq1rk1/pp2bppp/5n2/2Pp4/8/2PB1N2/PP2QPPP/RNB1K2R w KQ - 1 9,c1e3,0
rnbqr1k1/pp2bppp/5n2/2Pp4/8/2PBBN2/PP2QPPP/RN2K2R w KQ - 3 10,b1a3,0
rnbqr1k1/pp3ppp/5n2/2bp4/8/N1PBBN2/PP2QPPP/R3K2R w KQ - 0 11,a3c2,0
r1bqr1k1/pp3ppp/2n2n2/2bp4/8/2PBBN2/PPN1QPPP/R3K2R w KQ - 2 12,h2h3,0
r1bqr1k1/pp3ppp/2n5/2bp4/4n3/2PBBN1P/PPN1QPP1/R3K2R w KQ - 1 13,e3c5,0
r1bqr1k1/pp3ppp/2n5/2np4/8/2PB1N1P/PPN1QPP1/R3K2R w KQ - 0 14,c2e3,0
r1bqr1k1/pp3ppp/2n5/2n5/3p4/2PBNN1P/PP2QPP1/R3K2R w KQ - 0 15,c3d4,0
r1b1r1k1/pp3ppp/2n5/q1n5/3P4/3BNN1P/PP2QPP1/R3K2R w KQ - 1 16,e1f1,0
r1b1r1k1/pp3ppp/2n5/q7/3P4/3nNN1P/PP2QPP1/R4K1R w - - 0 17,e2d3,0
r1b1r1k1/pp3ppp/8/q7/1n1P4/3QNN1P/PP3PP1/R4K1R w - - 1 18,d3d2,0
r3r1k1/pp3ppp/4b3/q7/1n1P4/4NN1P/PP1Q1PP1/R4K1R w - - 3 19,f1g1,0
r3r1k1/pp3ppp/1q2b3/8/1n1P4/4NN1P/PP1Q1PP1/R5KR w - - 5 20,g1h2,0
r3r1k1/pp3ppp/3qb3/8/1n1P4/4NN1P/PP1Q1PPK/R6R w - - 7 21,g2g3,0
r3r1k1/pp3ppp/3q4/8/1n1P4/4NNPP/bP1Q1P1K/R6R w - - 0 22,b2b3,0
r3r1k1/pp3ppp/3q4/8/1n1P4/1b2NNPP/3Q1P1K/R6R w - - 0 23,h1b1,0
r3r1k1/pp3ppp/3q4/3b4/1n1P4/4NNPP/3Q1P1K/RR6 w - - 2 24,d2b4,0
r3r1k1/pp3ppp/8/3b4/1q1P4/4NNPP/5P1K/RR6 w - - 0 25,b1b4,0
r3r1k1/pp3ppp/8/8/1R1P4/4NbPP/5P1K/R7 w - - 0 26,d4d5,0
r5k1/pp2rppp/8/3P4/1R6/4NbPP/5P1K/R7 w - - 1 27,d5d6,0
r5k1/pp1r1ppp/3P4/8/1R6/4NbPP/5P1K/R7 w - - 1 28,b4f4,0
r5k1/pp1r1ppp/2bP4/8/5R2/4N1PP/5P1K/R7 w - - 3 29,e3c4,0
r5k1/p2r1ppp/1pbP4/8/2N2R2/6PP/5P1K/R7 w - - 0 30,f4d4,0
r5k1/p2r2pp/1pbP1p2/8/2NR4/6PP/5P1K/R7 w - - 0 31,a1c1,0
2r3k1/p2r2pp/1pbP1p2/8/2NR4/6PP/5P1K/2R5 w - - 2 32,c4e3,0
2r3k1/pb1r2pp/1p1P1p2/8/3R4/4N1PP/5P1K/2R5 w - - 4 33,c1a1,0
2r3k1/1b1r2pp/1p1P1p2/p7/3R4/4N1PP/5P1K/R7 w - - 0 34,e3c4,0
6k1/1b1r2pp/1prP1p2/p7/2NR4/6PP/5P1K/R7 w - - 2 35,a1b1,0
6k1/3r2pp/bprP1p2/p7/2NR4/6PP/5P1K/1R6 w - - 4 36,c4b6,0
6k1/6pp/bNrr1p2/p7/3R4/6PP/5P1K/1R6 w - - 0 37,d4d6,0
6k1/6pp/bN1r1p2/p7/8/6PP/5P1K/1R6 w - - 0 38,g3g4,0
8/5kpp/bN1r1p2/p7/6P1/7P/5P1K/1R6 w - - 1 39,b6a4,0
8/5kpp/b1r2p2/p7/N5P1/7P/5P1K/1R6 w - - 3 40,b1a1,0
8/6pp/b1r1kp2/p7/N5P1/7P/5P1K/R7 w - - 5 41,a1a3,0
8/6pp/b3kp2/p7/N5P1/R6P/2r2P1K/8 w - - 7 42,h2g3,0
8/6pp/b2k1p2/p7/N5P1/R5KP/2r2P2/8 w - - 9 43,a4b6,0
8/6pp/bNk2p2/p7/6P1/R5KP/2r2P2/8 w - - 11 44,b6d5,0
8/6pp/b1k2p2/p1rN4/6P1/R5KP/5P2/8 w - - 13 45,d5e3,0
8/1b4pp/2k2p2/p1r5/6P1/R3N1KP/5P2/8 w - - 15 46,f2f4,0
8/1b4pp/5p2/pkr5/5PP1/R3N1KP/8/8 w - - 1 47,a3b3,0
8/1b4pp/k4p2/p1r5/5PP1/1R2N1KP/8/8 w - - 3 48,b3a3,0
8/6pp/k1b2p2/p1r5/5PP1/R3N1KP/8/8 w - - 5 49,e3f5,0
8/7p/k1b2pp1/p1r2N2/5PP1/R5KP/8/8 w - - 0 50,f5d4,0
8/7p/k4pp1/p1rb4/3N1PP1/R5KP/8/8 w - - 2 51,g3f2,0
8/7p/k4pp1/p2b4/2rN1PP1/R6P/5K2/8 w - - 4 52,f2e3,0
8/7p/1k3pp1/p2b4/2rN1PP1/R3K2P/8/8 w - - 6 53,a3b3,0
8/7p/1k3pp1/p2b4/1r1N1PP1/1R2K2P/8/8 w - - 8 54,b3a3,0
8/7p/1k3pp1/3b4/pr1N1PP1/R3K2P/8/8 w - - 0 55,e3d3,0
8/7p/1k3pp1/3b4/p1rN1PP1/R2K3P/8/8 w - - 2 56,a3c3,0
8/7p/1k3pp1/3b4/p2N1PP1/2rK3P/8/8 w - - 0 57,d3c3,0
8/7p/1k3pp1/3b4/3N1PP1/p1K4P/8/8 w - - 0 58,f4f5,0
8/7p/1k3p2/3b1Pp1/3N2P1/p1K4P/8/8 w - - 0 59,d4c2,0
8/7p/1k3p2/3b1Pp1/6P1/2K4P/p1N5/8 w - - 0 60,c3b2,0
8/7p/5p2/2kb1Pp1/6P1/7P/pKN5/8 w - - 2 61,c2e3,0
8/7p/5p2/2k2Pp1/6P1/1b2N2P/pK6/8 w - - 4 62,e3f1,0
8/7p/5p2/5Pp1/3k2P1/1b5P/pK6/5N2 w - - 6 63,f1g3,0
8/7p/5p2/5Pp1/2bk2P1/6NP/pK6/8 w - - 8 64,b2a1,0
8/7p/5p2/4kPp1/2b3P1/6NP/p7/K7 w - - 10 65,a1b2,0
8/7p/5p2/3bkPp1/6P1/6NP/pK6/8 w - - 12 66,g3e2,0
8/7p/5p2/4kPp1/6P1/7P/pK2N1b1/8 w - - 14 67,e2g1,0
8/7p/5p2/5Pp1/5kP1/7P/pK4b1/6N1 w - - 16 68,g1e2,0
8/7p/5p2/5Pp1/4k1P1/7P/pK2N1b1/8 w - - 18 69,e2c3,0
8/7p/5p2/4kPp1/6P1/2N4P/pK4b1/8 w - - 20 70,c3a2,0
8/7p/5p2/4kPp1/6P1/7b/NK6/8 w - - 0 71,b2c3,0
8/7p/5p2/4kPp1/6b1/2K5/N7/8 w - - 0 72,a2b4,0
8/8/5p2/4kPpp/1N4b1/2K5/8/8 w - - 0 73,c3d2,0
8/8/5p2/4kPpp/1N6/5b2/3K4/8 w - - 2 74,d2e3,0
8/8/5p2/4kP1p/1N4p1/4Kb2/8/8 w - - 0 75,b4d3,0
8/8/5p2/5k1p/6p1/3NKb2/8/8 w - - 0 76,e3f2,0
8/8/5p2/5k2/6pp/3N1b2/5K2/8 w - - 0 77,f2e3,0
8/8/5p2/5k2/6p1/3NKb1p/8/8 w - - 0 78,d3b4,0
8/8/5p2/5k2/1N4p1/4Kb2/7p/8 w - - 0 79,e3d3,0
8/8/5p2/5k2/1N6/3K1bp1/7p/8 w - - 0 80,b4a2,0
8/8/5p2/5k2/8/3K1bp1/N7/7q w - - 0 81,a2c3,0
8/8/5p2/5k2/8/2NK1b2/6p1/7q w - - 0 82,c3b5,0
8/8/5p2/1N3k2/8/3K1b2/6p1/5q2 w - - 2 83,d3c2,0
8/8/5p2/1q3k2/8/5b2/2K3p1/8 w - - 0 84,c2c3,0
8/8/5p2/1q3k2/8/2K2b2/8/6q1 w - - 0 85,c3d2,0
8/8/5p2/5k2/8/5b2/1q1K4/6q1 w - - 2 86,d2d3,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e6,1
rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d7d5,1
rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,e6d5,1
rnbqkbnr/ppp2ppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,g8f6,1
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 2 5,c7c5,1
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq - 0 6,f8d6,1
rnbqk2r/pp3ppp/3b1n2/2pp4/3P4/2PB1N2/PP2QPPP/RNB1K2R b KQkq - 2 7,d6e7,1
rnbqk2r/pp2bppp/5n2/2Pp4/8/2PB1N2/PP2QPPP/RNB1K2R b KQkq - 0 8,e8g8,1
rnbq1rk1/pp2bppp/5n2/2Pp4/8/2PBBN2/PP2QPPP/RN2K2R b KQ - 2 9,f8e8,1
rnbqr1k1/pp2bppp/5n2/2Pp4/8/N1PBBN2/PP2QPPP/R3K2R b KQ - 4 10,e7c5,1
rnbqr1k1/pp3ppp/5n2/2bp4/8/2PBBN2/PPN1QPPP/R3K2R b KQ - 1 11,b8c6,1
r1bqr1k1/pp3ppp/2n2n2/2bp4/8/2PBBN1P/PPN1QPP1/R3K2R b KQ - 0 12,f6e4,1
r1bqr1k1/pp3ppp/2n5/2Bp4/4n3/2PB1N1P/PPN1QPP1/R3K2R b KQ - 0 13,e4c5,1
r1bqr1k1/pp3ppp/2n5/2np4/8/2PBNN1P/PP2QPP1/R3K2R b KQ - 1 14,d5d4,1
r1bqr1k1/pp3ppp/2n5/2n5/3P4/3BNN1P/PP2QPP1/R3K2R b KQ - 0 15,d8a5,1
r1b1r1k1/pp3ppp/2n5/q1n5/3P4/3BNN1P/PP2QPP1/R4K1R b - - 2 16,c5d3,1
r1b1r1k1/pp3ppp/2n5/q7/3P4/3QNN1P/PP3PP1/R4K1R b - - 0 17,c6b4,1
r1b1r1k1/pp3ppp/8/q7/1n1P4/4NN1P/PP1Q1PP1/R4K1R b - - 2 18,c8e6,1
r3r1k1/pp3ppp/4b3/q7/1n1P4/4NN1P/PP1Q1PP1/R5KR b - - 4 19,a5b6,1
r3r1k1/pp3ppp/1q2b3/8/1n1P4/4NN1P/PP1Q1PPK/R6R b - - 6 20,b6d6,1
r3r1k1/pp3ppp/3qb3/8/1n1P4/4NNPP/PP1Q1P1K/R6R b - - 0 21,e6a2,1
r3r1k1/pp3ppp/3q4/8/1n1P4/1P2NNPP/b2Q1P1K/R6R b - - 0 22,a2b3,1
r3r1k1/pp3ppp/3q4/8/1n1P4/1b2NNPP/3Q1P1K/RR6 b - - 1 23,b3d5,1
r3r1k1/pp3ppp/3q4/3b4/1Q1P4/4NNPP/5P1K/RR6 b - - 0 24,d6b4,1
r3r1k1/pp3ppp/8/3b4/1R1P4/4NNPP/5P1K/R7 b - - 0 25,d5f3,1
r3r1k1/pp3ppp/8/3P4/1R6/4NbPP/5P1K/R7 b - - 0 26,e8e7,1
r5k1/pp2rppp/3P4/8/1R6/4NbPP/5P1K/R7 b - - 0 27,e7d7,1
r5k1/pp1r1ppp/3P4/8/5R2/4NbPP/5P1K/R7 b - - 2 28,f3c6,1
r5k1/pp1r1ppp/2bP4/8/2N2R2/6PP/5P1K/R7 b - - 4 29,b7b6,1
r5k1/p2r1ppp/1pbP4/8/2NR4/6PP/5P1K/R7 b - - 1 30,f7f6,1
r5k1/p2r2pp/1pbP1p2/8/2NR4/6PP/5P1K/2R5 b - - 1 31,a8c8,1
2r3k1/p2r2pp/1pbP1p2/8/3R4/4N1PP/5P1K/2R5 b - - 3 32,c6b7,1
2r3k1/pb1r2pp/1p1P1p2/8/3R4/4N1PP/5P1K/R7 b - - 5 33,a7a5,1
2r3k1/1b1r2pp/1p1P1p2/p7/2NR4/6PP/5P1K/R7 b - - 1 34,c8c6,1
6k1/1b1r2pp/1prP1p2/p7/2NR4/6PP/5P1K/1R6 b - - 3 35,b7a6,1
6k1/3r2pp/bNrP1p2/p7/3R4/6PP/5P1K/1R6 b - - 0 36,d7d6,1
6k1/6pp/bNrR1p2/p7/8/6PP/5P1K/1R6 b - - 0 37,c6d6,1
6k1/6pp/bN1r1p2/p7/6P1/7P/5P1K/1R6 b - - 0 38,g8f7,1
8/5kpp/b2r1p2/p7/N5P1/7P/5P1K/1R6 b - - 2 39,d6c6,1
8/5kpp/b1r2p2/p7/N5P1/7P/5P1K/R7 b - - 4 40,f7e6,1
8/6pp/b1r1kp2/p7/N5P1/R6P/5P1K/8 b - - 6 41,c6c2,1
8/6pp/b3kp2/p7/N5P1/R5KP/2r2P2/8 b - - 8 42,e6d6,1
8/6pp/bN1k1p2/p7/6P1/R5KP/2r2P2/8 b - - 10 43,d6c6,1
8/6pp/b1k2p2/p2N4/6P1/R5KP/2r2P2/8 b - - 12 44,c2c5,1
8/6pp/b1k2p2/p1r5/6P1/R3N1KP/5P2/8 b - - 14 45,a6b7,1
8/1b4pp/2k2p2/p1r5/5PP1/R3N1KP/8/8 b - - 0 46,c6b5,1
8/1b4pp/5p2/pkr5/5PP1/1R2N1KP/8/8 b - - 2 47,b5a6,1
8/1b4pp/k4p2/p1r5/5PP1/R3N1KP/8/8 b - - 4 48,b7c6,1
8/6pp/k1b2p2/p1r2N2/5PP1/R5KP/8/8 b - - 6 49,g7g6,1
8/7p/k1b2pp1/p1r5/3N1PP1/R5KP/8/8 b - - 1 50,c6d5,1
8/7p/k4pp1/p1rb4/3N1PP1/R6P/5K2/8 b - - 3 51,c5c4,1
8/7p/k4pp1/p2b4/2rN1PP1/R3K2P/8/8 b - - 5 52,a6b6,1
8/7p/1k3pp1/p2b4/2rN1PP1/1R2K2P/8/8 b - - 7 53,c4b4,1
8/7p/1k3pp1/p2b4/1r1N1PP1/R3K2P/8/8 b - - 9 54,a5a4,1
8/7p/1k3pp1/3b4/pr1N1PP1/R2K3P/8/8 b - - 1 55,b4c4,1
8/7p/1k3pp1/3b4/p1rN1PP1/2RK3P/8/8 b - - 3 56,c4c3,1
8/7p/1k3pp1/3b4/p2N1PP1/2K4P/8/8 b - - 0 57,a4a3,1
8/7p/1k3pp1/3b1P2/3N2P1/p1K4P/8/8 b - - 0 58,g6g5,1
8/7p/1k3p2/3b1Pp1/6P1/p1K4P/2N5/8 b - - 1 59,a3a2,1
8/7p/1k3p2/3b1Pp1/6P1/7P/pKN5/8 b - - 1 60,b6c5,1
8/7p/5p2/2kb1Pp1/6P1/4N2P/pK6/8 b - - 3 61,d5b3,1
8/7p/5p2/2k2Pp1/6P1/1b5P/pK6/5N2 b - - 5 62,c5d4,1
8/7p/5p2/5Pp1/3k2P1/1b4NP/pK6/8 b - - 7 63,b3c4,1
8/7p/5p2/5Pp1/2bk2P1/6NP/p7/K7 b - - 9 64,d4e5,1
8/7p/5p2/4kPp1/2b3P1/6NP/pK6/8 b - - 11 65,c4d5,1
8/7p/5p2/3bkPp1/6P1/7P/pK2N3/8 b - - 13 66,d5g2,1
8/7p/5p2/4kPp1/6P1/7P/pK4b1/6N1 b - - 15 67,e5f4,1
8/7p/5p2/5Pp1/5kP1/7P/pK2N1b1/8 b - - 17 68,f4e4,1
8/7p/5p2/5Pp1/4k1P1/2N4P/pK4b1/8 b - - 19 69,e4e5,1
8/7p/5p2/4kPp1/6P1/7P/NK4b1/8 b - - 0 70,g2h3,1
8/7p/5p2/4kPp1/6P1/2K4b/N7/8 b - - 1 71,h3g4,1
8/7p/5p2/4kPp1/1N4b1/2K5/8/8 b - - 1 72,h7h5,1
8/8/5p2/4kPpp/1N4b1/8/3K4/8 b - - 1 73,g4f3,1
8/8/5p2/4kPpp/1N6/4Kb2/8/8 b - - 3 74,g5g4,1
8/8/5p2/4kP1p/6p1/3NKb2/8/8 b - - 1 75,e5f5,1
8/8/5p2/5k1p/6p1/3N1b2/5K2/8 b - - 1 76,h5h4,1
8/8/5p2/5k2/6pp/3NKb2/8/8 b - - 1 77,h4h3,1
8/8/5p2/5k2/1N4p1/4Kb1p/8/8 b - - 1 78,h3h2,1
8/8/5p2/5k2/1N4p1/3K1b2/7p/8 b - - 1 79,g4g3,1
8/8/5p2/5k2/8/3K1bp1/N6p/8 b - - 1 80,h2h1q,1
8/8/5p2/5k2/8/2NK1bp1/8/7q b - - 1 81,g3g2,1
8/8/5p2/1N3k2/8/3K1b2/6p1/7q b - - 1 82,h1f1,1
8/8/5p2/1N3k2/8/5b2/2K3p1/5q2 b - - 3 83,f1b5,1
8/8/5p2/1q3k2/8/2K2b2/6p1/8 b - - 1 84,g2g1q,1
8/8/5p2/1q3k2/8/5b2/3K4/6q1 b - - 1 85,b5b2,1
8/8/5p2/5k2/8/3K1b2/1q6/6q1 b - - 3 86,f3e2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,1
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1c3,1
rnbqkbnr/pp2pppp/2p5/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,c3e4,1
rn1qkbnr/pp2pppp/2p5/5b2/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 1 5,e4g3,1
rn1qkbnr/pp2pppp/2p3b1/8/3P4/6N1/PPP2PPP/R1BQKBNR w KQkq - 3 6,g1f3,1
rn1qkb1r/pp2pppp/2p2nb1/8/3P4/5NN1/PPP2PPP/R1BQKB1R w KQkq - 5 7,f1d3,1
rn1qkb1r/pp2pppp/2p2n2/8/3P4/3b1NN1/PPP2PPP/R1BQK2R w KQkq - 0 8,d1d3,1
rn1qkb1r/pp3ppp/2p1pn2/8/3P4/3Q1NN1/PPP2PPP/R1B1K2R w KQkq - 0 9,e1g1,1
rn1qk2r/pp3ppp/2pbpn2/8/3P4/3Q1NN1/PPP2PPP/R1B2RK1 w kq - 2 10,f1e1,1
rn1q1rk1/pp3ppp/2pbpn2/8/3P4/3Q1NN1/PPP2PPP/R1B1R1K1 w - - 4 11,c1g5,1
r2q1rk1/pp1n1ppp/2pbpn2/6B1/3P4/3Q1NN1/PPP2PPP/R3R1K1 w - - 6 12,g3e4,1
r2q1rk1/pp1nbppp/2p1pn2/6B1/3PN3/3Q1N2/PPP2PPP/R3R1K1 w - - 8 13,e4f6,1
r2q1rk1/pp1n1ppp/2p1pb2/6B1/3P4/3Q1N2/PPP2PPP/R3R1K1 w - - 0 14,g5e3,1
r4rk1/pp1n1ppp/2p1pb2/q7/3P4/3QBN2/PPP2PPP/R3R1K1 w - - 2 15,c2c3,1
r2r2k1/pp1n1ppp/2p1pb2/q7/3P4/2PQBN2/PP3PPP/R3R1K1 w - - 1 16,d3e2,1
2rr2k1/pp1n1ppp/2p1pb2/q7/3P4/2P1BN2/PP2QPPP/R3R1K1 w - - 3 17,a1d1,1
2rr2k1/pp1n1pp1/2p1pb1p/q7/3P4/2P1BN2/PP2QPPP/3RR1K1 w - - 0 18,h2h3,1
2rr2k1/1p1n1pp1/p1p1pb1p/q7/3P4/2P1BN1P/PP2QPP1/3RR1K1 w - - 0 19,a2a3,1
2rr2k1/1p1n1pp1/p1p1pb1p/1q6/3P4/P1P1BN1P/1P2QPP1/3RR1K1 w - - 1 20,e2c2,1
2rr2k1/1p3pp1/pnp1pb1p/1q6/3P4/P1P1BN1P/1PQ2PP1/3RR1K1 w - - 3 21,b2b3,1
2rr2k1/1p3pp1/p1p1pb1p/1q1n4/3P4/PPP1BN1P/2Q2PP1/3RR1K1 w - - 1 22,e3d2,1
2rr2k1/1p3pp1/pqp1pb1p/3n4/3P4/PPP2N1P/2QB1PP1/3RR1K1 w - - 3 23,b3b4,1
2rr2k1/1pq2pp1/p1p1pb1p/3n4/1P1P4/P1P2N1P/2QB1PP1/3RR1K1 w - - 1 24,e1e4,1
2rr2k1/2q2pp1/p1p1pb1p/1p1n4/1P1PR3/P1P2N1P/2QB1PP1/3R2K1 w - - 0 25,e4g4,1
2rr3k/2q2pp1/p1p1pb1p/1p1n4/1P1P2R1/P1P2N1P/2QB1PP1/3R2K1 w - - 2 26,a3a4,1
2rr3k/2q1bpp1/p1p1p2p/1p1n4/PP1P2R1/2P2N1P/2QB1PP1/3R2K1 w - - 1 27,d1e1,1
2rr3k/1q2bpp1/p1p1p2p/1p1n4/PP1P2R1/2P2N1P/2QB1PP1/4R1K1 w - - 3 28,f3e5,1
2rr3k/1q3pp1/p1pbp2p/1p1nN3/PP1P2R1/2P4P/2QB1PP1/4R1K1 w - - 5 29,c2c1,1
2rr4/1q3ppk/p1pbp2p/1p1nN3/PP1P2R1/2P4P/3B1PP1/2Q1R1K1 w - - 7 30,d2h6,1
2rr4/1q3p1k/p1pbp2p/1p1nN3/PP1P2R1/2P4P/5PP1/2Q1R1K1 w - - 0 31,g4h4,1
2rr1b2/1q3p1k/p1p1p2p/1p1nN3/PP1P3R/2P4P/5PP1/2Q1R1K1 w - - 2 32,e5g4,1
2rr1b2/4qp1k/p1p1p2p/1p1n4/PP1P2NR/2P4P/5PP1/2Q1R1K1 w - - 4 33,h4h5,1
2rr1b2/4q2k/p1p1pp1p/1p1n3R/PP1P2N1/2P4P/5PP1/2Q1R1K1 w - - 0 34,g4h6,1
2rr1b2/4q3/p1p1ppkN/1p1n3R/PP1P4/2P4P/5PP1/2Q1R1K1 w - - 1 35,h6f5,1
2rr1b2/4q3/p1p2pk1/1p1n1p1R/PP1P4/2P4P/5PP1/2Q1R1K1 w - - 0 36,e1e7,1
2rr1b2/4R3/p1p2p2/1p1n1p1k/PP1P4/2P4P/5PP1/2Q3K1 w - - 0 37,e7a7,1
r2r1b2/R7/p1p2p2/1p1n1p1k/PP1P4/2P4P/5PP1/2Q3K1 w - - 2 38,a7b7,1
r3rb2/1R6/p1p2p2/1p1n1p1k/PP1P4/2P4P/5PP1/2Q3K1 w - - 4 39,c3c4,1
r3rb2/1R6/p1p2p2/3n1p1k/PPpP4/7P/5PP1/2Q3K1 w - - 0 40,c1c4,1
r4b2/1R6/p1p2p2/3n1p1k/PPQP4/7P/5PP1/4r1K1 w - - 1 41,g1h2,1
r7/1R6/p1pb1p2/3n1p1k/PPQP4/7P/5PPK/4r3 w - - 3 42,g2g3,1
4r3/1R6/p1pb1p2/3n1p1k/PPQP4/6PP/5P1K/4r3 w - - 1 43,h2g2,1
8/1R6/p1pb1p2/3n1p1k/PPQP4/6PP/4rPK1/4r3 w - - 3 44,c4a6,1
8/1R6/Q1pb1pk1/3n1p2/PP1P4/6PP/4rPK1/4r3 w - - 1 45,a6a8,1
Q3r3/1R6/2pb1pk1/3n1p2/PP1P4/6PP/5PK1/4r3 w - - 3 46,a8a7,1
4r3/QR2n3/2pb1pk1/5p2/PP1P4/6PP/5PK1/4r3 w - - 5 47,d4d5,1
4r3/QR2n3/3b1pk1/3p1p2/PP6/6PP/5PK1/4r3 w - - 0 48,a7b6,1
2n1r3/1R6/1Q1b1pk1/3p1p2/PP6/6PP/5PK1/4r3 w - - 2 49,b6b5,1
2n1r3/1R6/5pk1/1Q1p1p2/PP6/6bP/5PK1/4r3 w - - 0 50,b5d5,1
4r3/1R6/3n1pk1/3Q1p2/PP6/6bP/5PK1/4r3 w - - 1 51,g2g3,1
4r3/1n6/5pk1/3Q1p2/PP6/6KP/5P2/4r3 w - - 0 52,d5b7,1
8/1Q6/5pk1/5p2/PP2r3/6KP/5P2/4r3 w - - 1 53,b7b8,1
1Q2r3/8/5pk1/5p2/PP6/6KP/5P2/4r3 w - - 3 54,b8b5,1
7r/8/5pk1/1Q3p2/PP6/6KP/5P2/4r3 w - - 5 55,b5d3,1
7r/8/5pk1/5p2/PP2r3/3Q2KP/5P2/8 w - - 7 56,d3b3,1
7r/8/5pk1/8/PP2rp2/1Q4KP/5P2/8 w - - 0 57,g3h2,1
7r/8/5pk1/8/PP2r3/1Q3p1P/5P1K/8 w - - 0 58,b3d3,1
7r/8/6k1/5p2/PP2r3/3Q1p1P/5P1K/8 w - - 0 59,d3d6,1
7r/5k2/3Q4/5p2/PP2r3/5p1P/5P1K/8 w - - 2 60,a4a5,1
7r/5k2/3Q4/P4p2/1P5r/5p1P/5P1K/8 w - - 1 61,d6g3,1
