state,move,class
r1bqkbnr/ppp1pppp/Q1n5/8/3p4/2P2PP1/PP1PP2P/RNB1KBNR b KQkq - 1 5,b7a6,1
r1bqkbnr/p1p1pppp/p1n5/8/1P1p4/2P2PP1/P2PP2P/RNB1KBNR b KQkq - 0 6,c8h3,1
r2qkbnr/p1p1pppp/p1n5/8/1PPp4/5PPb/P2PP2P/RNB1KBNR b KQkq - 0 7,c6b4,1
r2qkbnr/p1p1pppp/p7/8/1nPp4/4PPPb/P2P3P/RNB1KBNR b KQkq - 0 8,b4c2,1
r2qkbnr/p1p1pppp/p7/8/2Pp4/4PPPb/P1nPK2P/RNB2BNR b kq - 2 9,d4d3,1
r2qkbnr/p1p1pppp/p7/8/2P5/3pPPPb/P1nP3P/RNBK1BNR b kq - 1 10,c2e3,1
r2qkbnr/p1p1pppp/p7/8/2P5/3pnPPb/P2P3P/RNB1KBNR b kq - 1 11,e3c2,1
r2qkbnr/p1p1pppp/p7/8/2P5/3p1PPb/P1nP3P/RNBK1BNR b kq - 3 12,c2e3,1
r2qkbnr/p1p1pppp/p7/8/2P5/3pPPPb/P6P/RNBK1BNR b kq - 0 13,h3f1,1
r2qkbnr/p1p1pppp/p7/8/2P4P/3pPPP1/P7/RNBK1bNR b kq - 0 14,f1e2,1
r2qkbnr/p1p1pppp/p7/8/2P4P/3pPPP1/P2Kb3/RNB3NR b kq - 2 15,h7h5,1
r2qkbnr/p1p1ppp1/p7/7p/2P4P/3pPPP1/P3b3/RNB1K1NR b kq - 1 16,d3d2,1
r2qkbnr/p1p1ppp1/p7/7p/2P4P/4PPP1/P2pbK2/RNB3NR b kq - 1 17,d2d1n,1
r2qkbnr/p1p1ppp1/p7/7p/2P4P/4PPP1/P3b1K1/RNBn2NR b kq - 1 18,e2f1,1
r2qkbnr/p1p1ppp1/p7/7p/2P4P/4PPP1/P6K/RNBn1bNR b kq - 3 19,d8d2,1
r3kbnr/p1p1ppp1/p7/7p/2P4P/4PPP1/P2qN2K/RNBn1b1R b kq - 5 20,d2e2,1
r3kbnr/p1p1ppp1/p7/7p/2P4P/4PPP1/P3q3/RNBn1bKR b kq - 1 21,e2g2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1h3,1
rnbqkbnr/ppppp1pp/5p2/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 0 2,h3f4,1
rnbqkbnr/p1ppp1pp/1p3p2/8/5N2/8/PPPPPPPP/RNBQKB1R w KQkq - 0 3,f4d5,1
rnbqkbnr/p1ppp2p/1p3pp1/3N4/8/8/PPPPPPPP/RNBQKB1R w KQkq - 0 4,b1c3,1
rnbqkbnr/p1ppp2p/1p3p2/3N2p1/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 5,c3b5,1
r1bqkbnr/p1ppp2p/np3p2/1N1N2p1/8/8/PPPPPPPP/R1BQKB1R w KQkq - 2 6,b5d4,1
r1bqkbnr/p1ppp3/np3p1p/3N2p1/3N4/8/PPPPPPPP/R1BQKB1R w KQkq - 0 7,g2g4,1
r1bqkbnr/p1ppp3/np3p2/3N2pp/3N2P1/8/PPPPPP1P/R1BQKB1R w KQkq - 0 8,g4h5,1
rnbqkbnr/p1ppp3/1p3p2/3N2pP/3N4/8/PPPPPP1P/R1BQKB1R w KQkq - 1 9,d5c7,1
rnbq1bnr/p1Nppk2/1p3p2/6pP/3N4/8/PPPPPP1P/R1BQKB1R w KQ - 1 10,d4e6,1
rnb1qbnr/p1Nppk2/1p2Np2/6pP/8/8/PPPPPP1P/R1BQKB1R w KQ - 3 11,e6g5,1
rnb1qbnr/p1Npp1k1/1p3p2/6NP/8/8/PPPPPP1P/R1BQKB1R w KQ - 1 12,c7e8,1
rnb1Nbnr/p2pp3/1p3p1k/6NP/8/8/PPPPPP1P/R1BQKB1R w KQ - 1 13,g5f7,1
rnb1Nbnr/p2ppN1k/1p3p2/7P/8/8/PPPPPP1P/R1BQKB1R w KQ - 3 14,f7g5,1
rnb1Nbnr/p2pp3/1p3p1k/6NP/8/8/PPPPPP1P/R1BQKB1R w KQ - 5 15,g5f7,1
rnb1Nbnr/p2ppN1k/1p3p2/7P/8/8/PPPPPP1P/R1BQKB1R w KQ - 7 16,f7g5,1
rnb1Nbnr/p2pp3/1p3p1k/6NP/8/8/PPPPPP1P/R1BQKB1R w KQ - 9 17,g5f7,1
rnb1Nbnr/p2ppN2/1p3p2/7k/8/8/PPPPPP1P/R1BQKB1R w KQ - 0 18,e2e4,1
rnb1Nbnr/p2ppN2/1p3p2/8/4P2k/8/PPPP1P1P/R1BQKB1R w KQ - 1 19,d1g4,1
rnb1Nbnr/p2ppN2/1p3p2/8/4P1k1/8/PPPP1P1P/R1B1KB1R w KQ - 0 20,f1e2,1
rnb1Nbnr/p2ppN2/1p3p2/8/4Pk2/8/PPPPBP1P/R1B1K2R w KQ - 2 21,d2d3,1
rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1,f7f6,0
rnbqkbnr/ppppp1pp/5p2/8/5N2/8/PPPPPPPP/RNBQKB1R b KQkq - 1 2,b7b6,0
rnbqkbnr/p1ppp1pp/1p3p2/3N4/8/8/PPPPPPPP/RNBQKB1R b KQkq - 1 3,g7g6,0
rnbqkbnr/p1ppp2p/1p3pp1/3N4/8/2N5/PPPPPPPP/R1BQKB1R b KQkq - 1 4,g6g5,0
rnbqkbnr/p1ppp2p/1p3p2/1N1N2p1/8/8/PPPPPPPP/R1BQKB1R b KQkq - 1 5,b8a6,0
r1bqkbnr/p1ppp2p/np3p2/3N2p1/3N4/8/PPPPPPPP/R1BQKB1R b KQkq - 3 6,h7h6,0
r1bqkbnr/p1ppp3/np3p1p/3N2p1/3N2P1/8/PPPPPP1P/R1BQKB1R b KQkq - 0 7,h6h5,0
r1bqkbnr/p1ppp3/np3p2/3N2pP/3N4/8/PPPPPP1P/R1BQKB1R b KQkq - 0 8,a6b8,0
rnbqkbnr/p1Npp3/1p3p2/6pP/3N4/8/PPPPPP1P/R1BQKB1R b KQkq - 0 9,e8f7,0
rnbq1bnr/p1Nppk2/1p2Np2/6pP/8/8/PPPPPP1P/R1BQKB1R b KQ - 2 10,d8e8,0
rnb1qbnr/p1Nppk2/1p3p2/6NP/8/8/PPPPPP1P/R1BQKB1R b KQ - 0 11,f7g7,0
rnb1Nbnr/p2pp1k1/1p3p2/6NP/8/8/PPPPPP1P/R1BQKB1R b KQ - 0 12,g7h6,0
rnb1Nbnr/p2ppN2/1p3p1k/7P/8/8/PPPPPP1P/R1BQKB1R b KQ - 2 13,h6h7,0
rnb1Nbnr/p2pp2k/1p3p2/6NP/8/8/PPPPPP1P/R1BQKB1R b KQ - 4 14,h7h6,0
rnb1Nbnr/p2ppN2/1p3p1k/7P/8/8/PPPPPP1P/R1BQKB1R b KQ - 6 15,h6h7,0
rnb1Nbnr/p2pp2k/1p3p2/6NP/8/8/PPPPPP1P/R1BQKB1R b KQ - 8 16,h7h6,0
rnb1Nbnr/p2ppN2/1p3p1k/7P/8/8/PPPPPP1P/R1BQKB1R b KQ - 10 17,h6h5,0
rnb1Nbnr/p2ppN2/1p3p2/7k/4P3/8/PPPP1P1P/R1BQKB1R b KQ - 0 18,h5h4,0
rnb1Nbnr/p2ppN2/1p3p2/8/4P1Qk/8/PPPP1P1P/R1B1KB1R b KQ - 2 19,h4g4,0
rnb1Nbnr/p2ppN2/1p3p2/8/4P1k1/8/PPPPBP1P/R1B1K2R b KQ - 1 20,g4f4,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1a3,0
rnbqkbnr/pppp1ppp/8/4p3/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,g1f3,0
rnbqkbnr/pppp1ppp/8/8/4p3/N4N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,f3d4,0
rnbqkbnr/ppp2ppp/8/3p4/3Np3/N7/PPPPPPPP/R1BQKB1R w KQkq - 0 4,b2b4,0
rnbqk1nr/ppp2ppp/8/3p4/1b1Np3/N7/P1PPPPPP/R1BQKB1R w KQkq - 0 5,c2c4,0
rnbqk1nr/ppp1bppp/8/3p4/2PNp3/N7/P2PPPPP/R1BQKB1R w KQkq - 1 6,f2f4,0
rnbqk1nr/pp2bppp/8/2pp4/2PNpP2/N7/P2PP1PP/R1BQKB1R w KQkq - 0 7,h2h4,0
rnbqk1nr/pp3ppp/8/2pp4/2PNpP1b/N7/P2PP1P1/R1BQKB1R w KQkq - 0 8,h1h4,0
rnb1k1nr/pp3ppp/8/2pp4/2PNpP1q/N7/P2PP1P1/R1BQKB2 w Qkq - 0 9,g2g3,0
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,e7e5,1
rnbqkbnr/pppp1ppp/8/4p3/8/N4N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,e5e4,1
rnbqkbnr/pppp1ppp/8/8/3Np3/N7/PPPPPPPP/R1BQKB1R b KQkq - 1 3,d7d5,1
rnbqkbnr/ppp2ppp/8/3p4/1P1Np3/N7/P1PPPPPP/R1BQKB1R b KQkq - 0 4,f8b4,1
rnbqk1nr/ppp2ppp/8/3p4/1bPNp3/N7/P2PPPPP/R1BQKB1R b KQkq - 0 5,b4e7,1
rnbqk1nr/ppp1bppp/8/3p4/2PNpP2/N7/P2PP1PP/R1BQKB1R b KQkq f3 0 6,c7c5,1
rnbqk1nr/pp2bppp/8/2pp4/2PNpP1P/N7/P2PP1P1/R1BQKB1R b KQkq - 0 7,e7h4,1
rnbqk1nr/pp3ppp/8/2pp4/2PNpP1R/N7/P2PP1P1/R1BQKB2 b Qkq - 0 8,d8h4,1
rnb1k1nr/pp3ppp/8/2pp4/2PNpP1q/N5P1/P2PP3/R1BQKB2 b Qkq - 0 9,h4g3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,g1f3,1
r1bqkb1r/pppppppp/2n2n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 3 3,e4e5,1
r1bqkb1r/pppppppp/2n5/4P3/6n1/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 4,d2d4,1
r1bqkb1r/1ppppppp/2n5/p3P3/3P2n1/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5,h2h3,1
r1bqkb1r/2pppppp/2n5/pp2P3/3P2n1/5N1P/PPP2PP1/RNBQKB1R w KQkq - 0 6,h3g4,1
r1bqkb1r/2p1pppp/2n5/pp1pP3/3P2P1/5N2/PPP2PP1/RNBQKB1R w KQkq d6 0 7,f1b5,1
r1bqkb1r/2p1p1pp/2n5/pB1pPp2/3P2P1/5N2/PPP2PP1/RNBQK2R w KQkq f6 0 8,b5c6,1
r2qkb1r/2pbp1pp/2B5/p2pPp2/3P2P1/5N2/PPP2PP1/RNBQK2R w KQkq - 1 9,c6a8,1
B2qkb1r/3bp1pp/8/p1ppPp2/3P2P1/5N2/PPP2PP1/RNBQK2R w KQk - 0 10,a8d5,1
3qkb1r/3bp2p/8/p1pBPpp1/3P2P1/5N2/PPP2PP1/RNBQK2R w KQk - 0 11,f3g5,1
3qkb1r/3b3p/4p3/p1pBPpN1/3P2P1/8/PPP2PP1/RNBQK2R w KQk - 0 12,g4f5,1
3qkb1r/3b4/4p3/p1pBPPNp/3P4/8/PPP2PP1/RNBQK2R w KQk - 0 13,f5e6,1
3qkb1r/3b4/4P3/2pBP1Np/p2P4/8/PPP2PP1/RNBQK2R w KQk - 0 14,d1f3,1
3qkb1r/8/4b3/2pBP1Np/p2P4/5Q2/PPP2PP1/RNB1K2R w KQk - 0 15,d5c6,1
4kb1r/3q4/2B1b3/2p1P1Np/p2P4/5Q2/PPP2PP1/RNB1K2R w KQk - 2 16,g5e6,1
4kb1r/3q4/2B1N3/2p1P2p/3P4/p4Q2/PPP2PP1/RNB1K2R w KQk - 0 17,h1h5,1
4kb1r/3q4/2B1N3/4P2R/2pP4/p4Q2/PPP2PP1/RNB1K3 w Qk - 0 18,h5h8,1
4kb1R/8/2q1N3/4P3/2pP4/p4Q2/PPP2PP1/RNB1K3 w Q - 0 19,f3f8,1
5Q1R/3k4/2q1N3/4P3/2pP4/p7/PPP2PP1/RNB1K3 w Q - 1 20,f8f7,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,b8c6,0
r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 2 2,g8f6,0
r1bqkb1r/pppppppp/2n2n2/4P3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,f6g4,0
r1bqkb1r/pppppppp/2n5/4P3/3P2n1/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,a7a5,0
r1bqkb1r/1ppppppp/2n5/p3P3/3P2n1/5N1P/PPP2PP1/RNBQKB1R b KQkq - 0 5,b7b5,0
r1bqkb1r/2pppppp/2n5/pp2P3/3P2P1/5N2/PPP2PP1/RNBQKB1R b KQkq - 0 6,d7d5,0
r1bqkb1r/2p1pppp/2n5/pB1pP3/3P2P1/5N2/PPP2PP1/RNBQK2R b KQkq - 0 7,f7f5,0
r1bqkb1r/2p1p1pp/2B5/p2pPp2/3P2P1/5N2/PPP2PP1/RNBQK2R b KQkq - 0 8,c8d7,0
B2qkb1r/2pbp1pp/8/p2pPp2/3P2P1/5N2/PPP2PP1/RNBQK2R b KQk - 0 9,c7c5,0
3qkb1r/3bp1pp/8/p1pBPp2/3P2P1/5N2/PPP2PP1/RNBQK2R b KQk - 0 10,g7g5,0
3qkb1r/3bp2p/8/p1pBPpN1/3P2P1/8/PPP2PP1/RNBQK2R b KQk - 0 11,e7e6,0
3qkb1r/3b3p/4p3/p1pBPPN1/3P4/8/PPP2PP1/RNBQK2R b KQk - 0 12,h7h5,0
3qkb1r/3b4/4P3/p1pBP1Np/3P4/8/PPP2PP1/RNBQK2R b KQk - 0 13,a5a4,0
3qkb1r/3b4/4P3/2pBP1Np/p2P4/5Q2/PPP2PP1/RNB1K2R b KQk - 1 14,d7e6,0
3qkb1r/8/2B1b3/2p1P1Np/p2P4/5Q2/PPP2PP1/RNB1K2R b KQk - 1 15,d8d7,0
4kb1r/3q4/2B1N3/2p1P2p/p2P4/5Q2/PPP2PP1/RNB1K2R b KQk - 0 16,a4a3,0
4kb1r/3q4/2B1N3/2p1P2R/3P4/p4Q2/PPP2PP1/RNB1K3 b Qk - 0 17,c5c4,0
4kb1R/3q4/2B1N3/4P3/2pP4/p4Q2/PPP2PP1/RNB1K3 b Q - 0 18,d7c6,0
4kQ1R/8/2q1N3/4P3/2pP4/p7/PPP2PP1/RNB1K3 b Q - 0 19,e8d7,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1a3,0
rnbqkbnr/pppp1ppp/8/4p3/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,g1f3,0
rnbqkbnr/pppp1ppp/8/8/4p3/N4N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,f3d4,0
rnbqkbnr/ppp2ppp/8/3p4/3Np3/N7/PPPPPPPP/R1BQKB1R w KQkq - 0 4,b2b4,0
rnbqk1nr/ppp2ppp/8/3p4/1b1Np3/N7/P1PPPPPP/R1BQKB1R w KQkq - 0 5,c2c4,0
rnbqk1nr/ppp2ppp/8/2bp4/2PNp3/N7/P2PPPPP/R1BQKB1R w KQkq - 1 6,f2f4,0
rnbqk1nr/ppp2ppp/8/3p4/2PbpP2/N7/P2PP1PP/R1BQKB1R w KQkq - 0 7,h2h4,0
rnbqk1nr/ppp2ppp/8/3p4/2P1pP1P/N7/P2PP1P1/b1BQKB1R w Kkq - 0 8,d2d4,0
rnbqk1nr/pp3ppp/2p5/3p4/2PPpP1P/N7/P3P1P1/b1BQKB1R w Kkq - 0 9,g2g4,0
rnbqk1nr/pp3ppp/2p5/3p4/2PPpPPP/N1b5/P3P3/2BQKB1R w Kkq - 1 10,c1d2,0
rnbqk1nr/pp3ppp/2p5/3p4/2PPpPPP/N7/P2bP3/3QKB1R w Kkq - 0 11,d1d2,0
rn1qk1nr/pp3ppp/2p5/3p4/2PPpPbP/N7/P2QP3/4KB1R w Kkq - 0 12,e2e3,0
rn1qk1nr/pp3ppp/2p5/3p4/2PPpP1P/N3Pb2/P2Q4/4KB1R w Kkq - 1 13,c4c5,0
rn1qk1nr/pp3ppp/2p5/2Pp4/3PpP1P/N3P3/P2Q4/4KB1b w kq - 0 14,f4f5,0
rn1qk1nr/pp3ppp/2p5/2Pp1P2/3Pp2P/N3Pb2/P2Q4/4KB2 w kq - 1 15,h4h5,0
r2qk1nr/pp1n1ppp/2p5/2Pp1P1P/3Pp3/N3Pb2/P2Q4/4KB2 w kq - 1 16,f5f6,0
r3k1nr/pp1n1ppp/2p2q2/2Pp3P/3Pp3/N3Pb2/P2Q4/4KB2 w kq - 0 17,h5h6,0
r3k2r/pp1n1ppp/2p2q1n/2Pp4/3Pp3/N3Pb2/P2Q4/4KB2 w kq - 0 18,e1f2,0
r3k2r/pp1n1ppp/2p4n/2Pp4/3Pp2q/N3Pb2/P2Q1K2/5B2 w kq - 2 19,f2g1,0
r3k2r/pp1n1ppp/2p4n/2Pp4/3Pp3/N3Pb2/P2Q4/5BKq w kq - 4 20,g1f2,0
r3k2r/pp1n1ppp/2p5/2Pp4/3Pp1n1/N3Pb2/P2Q1K2/5B1q w kq - 6 21,f2e1,0
r3k2r/pp1n1ppp/2p5/2Pp4/3Pp1nq/N3Pb2/P2Q4/4KB2 w kq - 8 22,d2f2,0
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,e7e5,1
rnbqkbnr/pppp1ppp/8/4p3/8/N4N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,e5e4,1
rnbqkbnr/pppp1ppp/8/8/3Np3/N7/PPPPPPPP/R1BQKB1R b KQkq - 1 3,d7d5,1
rnbqkbnr/ppp2ppp/8/3p4/1P1Np3/N7/P1PPPPPP/R1BQKB1R b KQkq - 0 4,f8b4,1
rnbqk1nr/ppp2ppp/8/3p4/1bPNp3/N7/P2PPPPP/R1BQKB1R b KQkq - 0 5,b4c5,1
rnbqk1nr/ppp2ppp/8/2bp4/2PNpP2/N7/P2PP1PP/R1BQKB1R b KQkq f3 0 6,c5d4,1
rnbqk1nr/ppp2ppp/8/3p4/2PbpP1P/N7/P2PP1P1/R1BQKB1R b KQkq - 0 7,d4a1,1
rnbqk1nr/ppp2ppp/8/3p4/2PPpP1P/N7/P3P1P1/b1BQKB1R b Kkq d3 0 8,c7c6,1
rnbqk1nr/pp3ppp/2p5/3p4/2PPpPPP/N7/P3P3/b1BQKB1R b Kkq - 0 9,a1c3,1
rnbqk1nr/pp3ppp/2p5/3p4/2PPpPPP/N1b5/P2BP3/3QKB1R b Kkq - 2 10,c3d2,1
rnbqk1nr/pp3ppp/2p5/3p4/2PPpPPP/N7/P2QP3/4KB1R b Kkq - 0 11,c8g4,1
rn1qk1nr/pp3ppp/2p5/3p4/2PPpPbP/N3P3/P2Q4/4KB1R b Kkq - 0 12,g4f3,1
rn1qk1nr/pp3ppp/2p5/2Pp4/3PpP1P/N3Pb2/P2Q4/4KB1R b Kkq - 0 13,f3h1,1
rn1qk1nr/pp3ppp/2p5/2Pp1P2/3Pp2P/N3P3/P2Q4/4KB1b b kq - 0 14,h1f3,1
rn1qk1nr/pp3ppp/2p5/2Pp1P1P/3Pp3/N3Pb2/P2Q4/4KB2 b kq - 0 15,b8d7,1
r2qk1nr/pp1n1ppp/2p2P2/2Pp3P/3Pp3/N3Pb2/P2Q4/4KB2 b kq - 0 16,d8f6,1
r3k1nr/pp1n1ppp/2p2q1P/2Pp4/3Pp3/N3Pb2/P2Q4/4KB2 b kq - 0 17,g8h6,1
r3k2r/pp1n1ppp/2p2q1n/2Pp4/3Pp3/N3Pb2/P2Q1K2/5B2 b kq - 1 18,f6h4,1
r3k2r/pp1n1ppp/2p4n/2Pp4/3Pp2q/N3Pb2/P2Q4/5BK1 b kq - 3 19,h4h1,1
r3k2r/pp1n1ppp/2p4n/2Pp4/3Pp3/N3Pb2/P2Q1K2/5B1q b kq - 5 20,h6g4,1
r3k2r/pp1n1ppp/2p5/2Pp4/3Pp1n1/N3Pb2/P2Q4/4KB1q b kq - 7 21,h1h4,1
r3k2r/pp1n1ppp/2p5/2Pp4/3Pp1nq/N3Pb2/P4Q2/4KB2 b kq - 9 22,h4f2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,e4e5,1
rnbqkb1r/1ppppppp/5n2/p3P3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,e5f6,1
rnbqkb1r/2pppppp/5P2/pp6/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 4,f6g7,1
rnbqkb1r/3pppPp/8/ppp5/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 5,g7h8q,1
rnbqkb1Q/4pp1p/8/pppp4/8/8/PPPP1PPP/RNBQKBNR w KQq - 0 6,f1b5,1
r1bqkb1Q/4pp1p/2n5/pBpp4/8/8/PPPP1PPP/RNBQK1NR w KQq - 1 7,b5c6,1
r2qkb1Q/3bpp1p/2B5/p1pp4/8/8/PPPP1PPP/RNBQK1NR w KQq - 1 8,c6a8,1
B2qkb1Q/3b1p1p/8/p1ppp3/8/8/PPPP1PPP/RNBQK1NR w KQ - 0 9,h8e5,1
B2qkb2/5p1p/4b3/p1ppQ3/8/8/PPPP1PPP/RNBQK1NR w KQ - 1 10,a8c6,1
4kb2/3q1p1p/2B1b3/p1ppQ3/8/8/PPPP1PPP/RNBQK1NR w KQ - 3 11,e5b8,1
1Q3b2/3qkp1p/2B1b3/p1pp4/8/8/PPPP1PPP/RNBQK1NR w KQ - 5 12,c6d7,1
1Q3b2/3Bk2p/4b3/p1pp1p2/8/8/PPPP1PPP/RNBQK1NR w KQ - 0 13,d1e2,1
1Q3b2/3B3p/4bk2/p1pp1p2/8/8/PPPPQPPP/RNB1K1NR w KQ - 2 14,e2e6,1
1Q3b2/3B3p/4Q3/p1pp1pk1/8/8/PPPP1PPP/RNB1K1NR w KQ - 1 15,e6f5,1
1Q3b2/3B3p/7k/p1pp1Q2/8/8/PPPP1PPP/RNB1K1NR w KQ - 1 16,b8f8,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,g8f6,0
rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,a7a5,0
rnbqkb1r/1ppppppp/5P2/p7/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 3,b7b5,0
rnbqkb1r/2ppppPp/8/pp6/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 4,c7c5,0
rnbqkb1Q/3ppp1p/8/ppp5/8/8/PPPP1PPP/RNBQKBNR b KQq - 0 5,d7d5,0
rnbqkb1Q/4pp1p/8/pBpp4/8/8/PPPP1PPP/RNBQK1NR b KQq - 0 6,b8c6,0
r1bqkb1Q/4pp1p/2B5/p1pp4/8/8/PPPP1PPP/RNBQK1NR b KQq - 0 7,c8d7,0
B2qkb1Q/3bpp1p/8/p1pp4/8/8/PPPP1PPP/RNBQK1NR b KQ - 0 8,e7e5,0
B2qkb2/3b1p1p/8/p1ppQ3/8/8/PPPP1PPP/RNBQK1NR b KQ - 0 9,d7e6,0
3qkb2/5p1p/2B1b3/p1ppQ3/8/8/PPPP1PPP/RNBQK1NR b KQ - 2 10,d8d7,0
1Q2kb2/3q1p1p/2B1b3/p1pp4/8/8/PPPP1PPP/RNBQK1NR b KQ - 4 11,e8e7,0
1Q3b2/3Bkp1p/4b3/p1pp4/8/8/PPPP1PPP/RNBQK1NR b KQ - 0 12,f7f5,0
1Q3b2/3Bk2p/4b3/p1pp1p2/8/8/PPPPQPPP/RNB1K1NR b KQ - 1 13,e7f6,0
1Q3b2/3B3p/4Qk2/p1pp1p2/8/8/PPPP1PPP/RNB1K1NR b KQ - 0 14,f6g5,0
1Q3b2/3B3p/8/p1pp1Qk1/8/8/PPPP1PPP/RNB1K1NR b KQ - 0 15,g5h6,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1a3,0
rnbqkbnr/pppp1ppp/8/4p3/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,g1f3,0
rnbqkbnr/pppp1ppp/8/8/4p3/N4N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,f3d4,0
rnbqkbnr/ppp2ppp/8/3p4/3Np3/N7/PPPPPPPP/R1BQKB1R w KQkq - 0 4,b2b4,0
rnbqk1nr/ppp2ppp/8/3p4/1b1Np3/N7/P1PPPPPP/R1BQKB1R w KQkq - 0 5,c2c4,0
rnbqk1nr/ppp1bppp/8/3p4/2PNp3/N7/P2PPPPP/R1BQKB1R w KQkq - 1 6,f2f4,0
rnbqk1nr/ppp2ppp/5b2/3p4/2PNpP2/N7/P2PP1PP/R1BQKB1R w KQkq - 1 7,h2h4,0
rnbqk1nr/ppp2ppp/8/3p4/2PNpP1b/N7/P2PP1P1/R1BQKB1R w KQkq - 0 8,h1h4,0
rnb1k1nr/ppp2ppp/8/3p4/2PNpP1q/N7/P2PP1P1/R1BQKB2 w Qkq - 0 9,g2g3,0
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,e7e5,1
rnbqkbnr/pppp1ppp/8/4p3/8/N4N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,e5e4,1
rnbqkbnr/pppp1ppp/8/8/3Np3/N7/PPPPPPPP/R1BQKB1R b KQkq - 1 3,d7d5,1
rnbqkbnr/ppp2ppp/8/3p4/1P1Np3/N7/P1PPPPPP/R1BQKB1R b KQkq - 0 4,f8b4,1
rnbqk1nr/ppp2ppp/8/3p4/1bPNp3/N7/P2PPPPP/R1BQKB1R b KQkq - 0 5,b4e7,1
rnbqk1nr/ppp1bppp/8/3p4/2PNpP2/N7/P2PP1PP/R1BQKB1R b KQkq f3 0 6,e7f6,1
rnbqk1nr/ppp2ppp/5b2/3p4/2PNpP1P/N7/P2PP1P1/R1BQKB1R b KQkq - 0 7,f6h4,1
rnbqk1nr/ppp2ppp/8/3p4/2PNpP1R/N7/P2PP1P1/R1BQKB2 b Qkq - 0 8,d8h4,1
rnb1k1nr/ppp2ppp/8/3p4/2PNpP1q/N5P1/P2PP3/R1BQKB2 b Qkq - 0 9,h4g3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f2f4,0
rnbqkbnr/ppppp1pp/8/5p2/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2,c2c3,0
rnbqkbnr/pppp2pp/4p3/5p2/5P2/2P5/PP1PP1PP/RNBQKBNR w KQkq - 0 3,d1b3,0
rnb1kbnr/pppp2pp/4pq2/5p2/5P2/1QP5/PP1PP1PP/RNB1KBNR w KQkq - 2 4,b3e6,0
rnbk1bnr/pppp2pp/4Qq2/5p2/5P2/2P5/PP1PP1PP/RNB1KBNR w KQ - 1 5,e6e7,0
rnb2bnr/ppppk1pp/5q2/5p2/5P2/2P5/PP1PP1PP/RNB1KBNR w KQ - 0 6,g2g3,0
