{'state': 'rnbqkbnr/ppp1pppp/8/8/3p4/2N5/PPPPPPPP/1RBQKBNR w Kkq - 0 3', 'move2': Move.from_uci('d5d4')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/P2p4/2N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3', 'move1': Move.from_uci('a2a4')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/P7/2p5/1PPPPPPP/1RBQKBNR w Kkq - 0 4', 'move2': Move.from_uci('d4c3')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/PP6/2p5/2PPPPPP/1RBQKBNR b Kkq - 0 4', 'move1': Move.from_uci('b2b4')}
{'state': 'rnbqkbnr/ppp2ppp/8/4p3/PP6/2p5/2PPPPPP/1RBQKBNR w Kkq - 0 5', 'move2': Move.from_uci('e7e5')}
{'state': 'rnbqkbnr/ppp2ppp/8/4p3/PP1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 5', 'move1': Move.from_uci('d2d4')}
{'state': 'rnb1kbnr/ppp2ppp/8/4p3/PP1q4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 6', 'move2': Move.from_uci('d8d4')}
{'state': 'rnb1kbnr/ppp2ppp/8/4p3/PP1qP3/2p5/2P2PPP/1RBQKBNR b Kkq - 0 6', 'move1': Move.from_uci('e2e4')}
{'state': 'rnb1kbnr/ppp2ppp/8/4p3/PP2q3/2p5/2P2PPP/1RBQKBNR w Kkq - 0 7', 'move2': Move.from_uci('d4e4')}
{'state': 'rnb1kbnr/ppp2ppp/8/4p3/PP2q3/2p1B3/2P2PPP/1R1QKBNR b Kkq - 1 7', 'move1': Move.from_uci('c1e3')}
{'state': 'r1b1kbnr/ppp2ppp/2n5/4p3/PP2q3/2p1B3/2P2PPP/1R1QKBNR w Kkq - 2 8', 'move2': Move.from_uci('b8c6')}
{'state': 'r1b1kbnr/ppp2ppp/2n5/4p3/PP2qP2/2p1B3/2P3PP/1R1QKBNR b Kkq - 0 8', 'move1': Move.from_uci('f2f4')}
{'state': 'r1b1kbnr/ppp2ppp/2n5/4p3/PP3P2/2p1q3/2P3PP/1R1QKBNR w Kkq - 0 9', 'move2': Move.from_uci('e4e3')}
{'state': 'r1b1kbnr/ppp2ppp/2n5/4p3/PP3P2/2p1q3/2P1Q1PP/1R2KBNR b Kkq - 1 9', 'move1': Move.from_uci('d1e2')}
{'state': 'r1b1kbnr/ppp2ppp/2n5/8/PP3p2/2p1q3/2P1Q1PP/1R2KBNR w Kkq - 0 10', 'move2': Move.from_uci('e5f4')}
{'state': 'r1b1kbnr/ppp2ppp/2n5/8/PP3pP1/2p1q3/2P1Q2P/1R2KBNR b Kkq g3 0 10', 'move1': Move.from_uci('g2g4')}
{'state': 'r1b1kbnr/ppp2ppp/8/8/Pn3pP1/2p1q3/2P1Q2P/1R2KBNR w Kkq - 0 11', 'move2': Move.from_uci('c6b4')}
{'state': 'r1b1kbnr/ppp2ppp/8/8/Pn3pPP/2p1q3/2P1Q3/1R2KBNR b Kkq - 0 11', 'move1': Move.from_uci('h2h4')}
{'state': 'r1b1kbnr/ppp2ppp/8/8/P4pPP/2p1q3/2n1Q3/1R2KBNR w Kkq - 0 12', 'move2': Move.from_uci('b4c2')}
{'state': 'r1b1kbnr/ppp2ppp/8/8/P4pPP/2p1q3/2n1Q3/1R1K1BNR b kq - 1 12', 'move1': Move.from_uci('e1d1')}
{'state': 'r3kbnr/ppp2ppp/8/8/P4pbP/2p1q3/2n1Q3/1R1K1BNR w kq - 0 13', 'move2': Move.from_uci('c8g4')}
{'state': 'r3kbnr/ppp2ppp/8/P7/5pbP/2p1q3/2n1Q3/1R1K1BNR b kq - 0 13', 'move1': Move.from_uci('a4a5')}
{'state': 'r3kbnr/ppp2ppp/8/P7/5p1P/2p1q3/2n1b3/1R1K1BNR w kq - 0 14', 'move2': Move.from_uci('g4e2')}
{'state': 'r3kbnr/ppp2ppp/8/P7/5p1P/2p1q3/2K1b3/1R3BNR b kq - 0 14', 'move1': Move.from_uci('d1c2')}
{'state': 'r3kbnr/ppp2ppp/8/P7/5p1P/2pq4/2K1b3/1R3BNR w kq - 1 15', 'move2': Move.from_uci('e3d3')}
{'state': 'r3kbnr/ppp2ppp/8/P7/5p1P/1Kpq4/4b3/1R3BNR b kq - 2 15', 'move1': Move.from_uci('c2b3')}
{'state': 'r3kbnr/ppp2ppp/8/P7/5p1P/1K1q4/2p1b3/1R3BNR w kq - 0 16', 'move2': Move.from_uci('c3c2')}
{'state': 'r3kbnr/ppp2ppp/8/P7/K4p1P/3q4/2p1b3/1R3BNR b kq - 1 16', 'move1': Move.from_uci('b3a4')}
{'state': 'r3kbnr/ppp2ppp/8/P7/K4p1P/q7/2p1b3/1R3BNR w kq - 2 17', 'move2': Move.from_uci('d3a3')}
END OF GAME, AGENT 2 (Winner.BLACK) won{'state': 'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1', 'move1': Move.from_uci('e2e4')}
{'state': 'r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2', 'move2': Move.from_uci('b8c6')}
{'state': 'r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2', 'move1': Move.from_uci('d2d4')}
{'state': 'r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3', 'move2': Move.from_uci('d7d5')}
{'state': 'r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3', 'move1': Move.from_uci('e4e5')}
{'state': 'r1bqkb1r/ppp1pppp/2n4n/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4', 'move2': Move.from_uci('g8h6')}
{'state': 'r1bqkb1r/ppp1pppp/2n4n/3pP3/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 4', 'move1': Move.from_uci('g1f3')}
{'state': 'r1bqkb1r/1pp1pppp/2n4n/p2pP3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5', 'move2': Move.from_uci('a7a5')}
{'state': 'r1bqkb1r/1pp1pppp/2n4n/pB1pP3/3P4/5N2/PPP2PPP/RNBQK2R b KQkq - 1 5', 'move1': Move.from_uci('f1b5')}
{'state': 'r1bqkb1r/1pp1p1pp/2n4n/pB1pPp2/3P4/5N2/PPP2PPP/RNBQK2R w KQkq f6 0 6', 'move2': Move.from_uci('f7f5')}
{'state': 'r1bqkb1r/1pp1p1pp/2n4n/pB1pPp2/2PP4/5N2/PP3PPP/RNBQK2R b KQkq - 0 6', 'move1': Move.from_uci('c2c4')}
{'state': 'r1bqkb1r/1pp1p2p/2n4n/pB1pPpp1/2PP4/5N2/PP3PPP/RNBQK2R w KQkq - 0 7', 'move2': Move.from_uci('g7g5')}
{'state': 'r1bqkb1r/1pp1p2p/2n4n/pB1PPpp1/3P4/5N2/PP3PPP/RNBQK2R b KQkq - 0 7', 'move1': Move.from_uci('c4d5')}
{'state': 'r1bqkb1r/1pp1p2p/2n4n/1B1PPpp1/p2P4/5N2/PP3PPP/RNBQK2R w KQkq - 0 8', 'move2': Move.from_uci('a5a4')}
{'state': 'r1bqkb1r/1pp1p2p/2n4n/1B1PPpp1/p2P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8', 'move1': Move.from_uci('b1c3')}
{'state': 'r1bqkb1r/1pp1p2p/2n4n/1B1PPpp1/3P4/p1N2N2/PP3PPP/R1BQK2R w KQkq - 0 9', 'move2': Move.from_uci('a4a3')}
{'state': 'r1bqkb1r/1pp1p2p/2P4n/1B2Ppp1/3P4/p1N2N2/PP3PPP/R1BQK2R b KQkq - 0 9', 'move1': Move.from_uci('d5c6')}
{'state': 'r1bqkb1r/1pp1p2p/2P4n/1B2P1p1/3P1p2/p1N2N2/PP3PPP/R1BQK2R w KQkq - 0 10', 'move2': Move.from_uci('f5f4')}
{'state': 'r1bqkb1r/1pp1p2p/2P4n/1B2P1N1/3P1p2/p1N5/PP3PPP/R1BQK2R b KQkq - 0 10', 'move1': Move.from_uci('f3g5')}
{'state': 'r1bqkb1r/1pp1p2p/2P4n/1B2P1N1/3P4/p1N2p2/PP3PPP/R1BQK2R w KQkq - 0 11', 'move2': Move.from_uci('f4f3')}
{'state': 'r1bqkb1r/1pp1p2p/2P4n/1B2P1N1/3P4/p1N2Q2/PP3PPP/R1B1K2R b KQkq - 0 11', 'move1': Move.from_uci('d1f3')}
{'state': 'r1bqkb1r/2p1p2p/1pP4n/1B2P1N1/3P4/p1N2Q2/PP3PPP/R1B1K2R w KQkq - 0 12', 'move2': Move.from_uci('b7b6')}
{'state': 'r1bqkb1r/2p1p2p/1pP4n/1B2P1NQ/3P4/p1N5/PP3PPP/R1B1K2R b KQkq - 1 12', 'move1': Move.from_uci('f3h5')}
{'state': 'r1bqkb1r/2p1pn1p/1pP5/1B2P1NQ/3P4/p1N5/PP3PPP/R1B1K2R w KQkq - 2 13', 'move2': Move.from_uci('h6f7')}
{'state': 'r1bqkb1r/2p1pQ1p/1pP5/1B2P1N1/3P4/p1N5/PP3PPP/R1B1K2R b KQkq - 0 13', 'move1': Move.from_uci('h5f7')}
END OF GAME, AGENT 1 (Winner.WHITE) won{'state': 'rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1', 'move1': Move.from_uci('b1c3')}
{'state': 'rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2', 'move2': Move.from_uci('d7d5')}
{'state': 'rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/1RBQKBNR b Kkq - 1 2', 'move1': Move.from_uci('a1b1')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/3p4/2N5/PPPPPPPP/1RBQKBNR w Kkq - 0 3', 'move2': Move.from_uci('d5d4')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/P2p4/2N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3', 'move1': Move.from_uci('a2a4')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/P7/2p5/1PPPPPPP/1RBQKBNR w Kkq - 0 4', 'move2': Move.from_uci('d4c3')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/PP6/2p5/2PPPPPP/1RBQKBNR b Kkq - 0 4', 'move1': Move.from_uci('b2b4')}
{'state': 'rnbqkb1r/ppp1pppp/5n2/8/PP6/2p5/2PPPPPP/1RBQKBNR w Kkq - 1 5', 'move2': Move.from_uci('g8f6')}
{'state': 'rnbqkb1r/ppp1pppp/5n2/8/PP1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 5', 'move1': Move.from_uci('d2d4')}
{'state': 'rnbqkb1r/ppp2ppp/5n2/4p3/PP1P4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 6', 'move2': Move.from_uci('e7e5')}
{'state': 'rnbqkb1r/ppp2ppp/5n2/1P2p3/P2P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 6', 'move1': Move.from_uci('b4b5')}
{'state': 'rnb1kb1r/ppp2ppp/5n2/1P2p3/P2q4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 7', 'move2': Move.from_uci('d8d4')}
{'state': 'rnb1kb1r/ppp2ppp/5n2/1P2p3/P2qP3/2p5/2P2PPP/1RBQKBNR b Kkq - 0 7', 'move1': Move.from_uci('e2e4')}
{'state': 'rnb1kb1r/ppp2ppp/5n2/1P2p3/P3q3/2p5/2P2PPP/1RBQKBNR w Kkq - 0 8', 'move2': Move.from_uci('d4e4')}
{'state': 'rnb1kb1r/ppp2ppp/5n2/1P2p3/P3q3/2p1B3/2P2PPP/1R1QKBNR b Kkq - 1 8', 'move1': Move.from_uci('c1e3')}
{'state': 'rnb1kb1r/ppp2ppp/8/1P1np3/P3q3/2p1B3/2P2PPP/1R1QKBNR w Kkq - 2 9', 'move2': Move.from_uci('f6d5')}
{'state': 'rnb1kb1r/ppp2ppp/8/1P1np3/P3qP2/2p1B3/2P3PP/1R1QKBNR b Kkq - 0 9', 'move1': Move.from_uci('f2f4')}
{'state': 'rnb1kb1r/ppp2ppp/8/1P2p3/P3qP2/2p1n3/2P3PP/1R1QKBNR w Kkq - 0 10', 'move2': Move.from_uci('d5e3')}
{'state': 'rnb1kb1r/ppp2ppp/8/1P2p3/P3qPP1/2p1n3/2P4P/1R1QKBNR b Kkq - 0 10', 'move1': Move.from_uci('g2g4')}
{'state': 'rnb1kb1r/ppp2ppp/8/1P2p3/P3qPP1/2p5/2n4P/1R1QKBNR w Kkq - 0 11', 'move2': Move.from_uci('e3c2')}
{'state': 'rnb1kb1r/ppp2ppp/8/1P2p3/P3qPP1/2p5/2n2K1P/1R1Q1BNR b kq - 1 11', 'move1': Move.from_uci('e1f2')}
{'state': 'rnb1k2r/ppp2ppp/8/1Pb1p3/P3qPP1/2p5/2n2K1P/1R1Q1BNR w kq - 2 12', 'move2': Move.from_uci('f8c5')}
{'state': 'rnb1k2r/ppp2ppp/8/1Pb1p3/P2QqPP1/2p5/2n2K1P/1R3BNR b kq - 3 12', 'move1': Move.from_uci('d1d4')}
{'state': 'rnb1k2r/ppp2ppp/8/1P2p3/P2bqPP1/2p5/2n2K1P/1R3BNR w kq - 0 13', 'move2': Move.from_uci('c5d4')}
{'state': 'rnb1k2r/ppp2ppp/8/1P2p3/P2bqPP1/2p3K1/2n4P/1R3BNR b kq - 1 13', 'move1': Move.from_uci('f2g3')}
{'state': 'rnb1k2r/ppp2ppp/8/1P2p3/P2b1qP1/2p3K1/2n4P/1R3BNR w kq - 0 14', 'move2': Move.from_uci('e4f4')}
{'state': 'rnb1k2r/ppp2ppp/8/1P2p3/P2b1qPK/2p5/2n4P/1R3BNR b kq - 1 14', 'move1': Move.from_uci('g3h4')}
{'state': 'rnb1k2r/ppp2ppp/8/1P2p3/P2b2qK/2p5/2n4P/1R3BNR w kq - 0 15', 'move2': Move.from_uci('f4g4')}
END OF GAME, AGENT 2 (Winner.BLACK) won{'state': 'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1', 'move1': Move.from_uci('e2e4')}
{'state': 'r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2', 'move2': Move.from_uci('b8c6')}
{'state': 'r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2', 'move1': Move.from_uci('d2d4')}
{'state': 'r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3', 'move2': Move.from_uci('d7d5')}
{'state': 'r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3', 'move1': Move.from_uci('e4e5')}
{'state': 'r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4', 'move2': Move.from_uci('e7e6')}
{'state': 'r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4', 'move1': Move.from_uci('c2c3')}
{'state': 'r1b1kbnr/ppp2ppp/2n1p3/3pP3/3P3q/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5', 'move2': Move.from_uci('d8h4')}
{'state': 'r1b1kbnr/ppp2ppp/2n1p3/3pP3/3P3q/2PB4/PP3PPP/RNBQK1NR b KQkq - 2 5', 'move1': Move.from_uci('f1d3')}
{'state': 'r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/2PB4/PP3PPP/RNBQK1NR w KQkq - 3 6', 'move2': Move.from_uci('h4d8')}
{'state': 'r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq - 4 6', 'move1': Move.from_uci('g1f3')}
{'state': '1rbqkbnr/ppp2ppp/2n1p3/3pP3/3P4/2PB1N2/PP3PPP/RNBQK2R w KQk - 5 7', 'move2': Move.from_uci('a8b8')}
{'state': '1rbqkbnr/ppp2ppp/2n1p3/3pP3/3P4/2PB1N2/PP3PPP/RNBQ1RK1 b k - 6 7', 'move1': Move.from_uci('e1g1')}
{'state': '1rbqkbnr/p1p2ppp/2n1p3/1p1pP3/3P4/2PB1N2/PP3PPP/RNBQ1RK1 w k - 0 8', 'move2': Move.from_uci('b7b5')}
{'state': '1rbqkbnr/p1p2ppp/2n1p3/1p1pP3/1P1P4/2PB1N2/P4PPP/RNBQ1RK1 b k - 0 8', 'move1': Move.from_uci('b2b4')}
{'state': '1rbqkbnr/p1p2pp1/2n1p3/1p1pP2p/1P1P4/2PB1N2/P4PPP/RNBQ1RK1 w k - 0 9', 'move2': Move.from_uci('h7h5')}
{'state': '1rbqkbnr/p1p2pp1/2n1p3/1p1pP2p/PP1P4/2PB1N2/5PPP/RNBQ1RK1 b k - 0 9', 'move1': Move.from_uci('a2a4')}
{'state': '1rbqkbnr/2p2pp1/2n1p3/pp1pP2p/PP1P4/2PB1N2/5PPP/RNBQ1RK1 w k - 0 10', 'move2': Move.from_uci('a7a5')}
{'state': '1rbqkbnr/2p2pp1/2n1p3/pP1pP2p/1P1P4/2PB1N2/5PPP/RNBQ1RK1 b k - 0 10', 'move1': Move.from_uci('a4b5')}
{'state': '1rbqkbnr/2p3p1/2n1p3/pP1pPp1p/1P1P4/2PB1N2/5PPP/RNBQ1RK1 w k f6 0 11', 'move2': Move.from_uci('f7f5')}
{'state': '1rbqkbnr/2p3p1/2n1pP2/pP1p3p/1P1P4/2PB1N2/5PPP/RNBQ1RK1 b k - 0 11', 'move1': Move.from_uci('e5f6')}
{'state': '1rbqkbnr/2p5/2n1pP2/pP1p2pp/1P1P4/2PB1N2/5PPP/RNBQ1RK1 w k - 0 12', 'move2': Move.from_uci('g7g5')}
{'state': '1rbqkbnr/2p5/2n1pPB1/pP1p2pp/1P1P4/2P2N2/5PPP/RNBQ1RK1 b k - 1 12', 'move1': Move.from_uci('d3g6')}
{'state': '1rbq1bnr/2pk4/2n1pPB1/pP1p2pp/1P1P4/2P2N2/5PPP/RNBQ1RK1 w - - 2 13', 'move2': Move.from_uci('e8d7')}
{'state': '1rbq1bnr/2pk4/2P1pPB1/p2p2pp/1P1P4/2P2N2/5PPP/RNBQ1RK1 b - - 0 13', 'move1': Move.from_uci('b5c6')}
{'state': '1rbq1bnr/2p5/2k1pPB1/p2p2pp/1P1P4/2P2N2/5PPP/RNBQ1RK1 w - - 0 14', 'move2': Move.from_uci('d7c6')}
{'state': '1rbq1bnr/2p5/2k1pPB1/p2p2pp/QP1P4/2P2N2/5PPP/RNB2RK1 b - - 1 14', 'move1': Move.from_uci('d1a4')}
{'state': '2bq1bnr/2p5/2k1pPB1/pr1p2pp/QP1P4/2P2N2/5PPP/RNB2RK1 w - - 2 15', 'move2': Move.from_uci('b8b5')}
{'state': '2bq1bnr/2p5/2k1pPB1/pr1pN1pp/QP1P4/2P5/5PPP/RNB2RK1 b - - 3 15', 'move1': Move.from_uci('f3e5')}
{'state': '2bq1bnr/2p5/1k2pPB1/pr1pN1pp/QP1P4/2P5/5PPP/RNB2RK1 w - - 4 16', 'move2': Move.from_uci('c6b6')}
{'state': '2bq1bnr/2p5/1k2pPB1/Pr1pN1pp/Q2P4/2P5/5PPP/RNB2RK1 b - - 0 16', 'move1': Move.from_uci('b4a5')}
{'state': '2bq1bnr/2p5/1k2pPB1/r2pN1pp/Q2P4/2P5/5PPP/RNB2RK1 w - - 0 17', 'move2': Move.from_uci('b5a5')}
{'state': '2bq1bnr/2p5/1k2pPB1/Q2pN1pp/3P4/2P5/5PPP/RNB2RK1 b - - 0 17', 'move1': Move.from_uci('a4a5')}
{'state': '2bq1bnr/1kp5/4pPB1/Q2pN1pp/3P4/2P5/5PPP/RNB2RK1 w - - 1 18', 'move2': Move.from_uci('b6b7')}
{'state': '2bq1bnr/Qkp5/4pPB1/3pN1pp/3P4/2P5/5PPP/RNB2RK1 b - - 2 18', 'move1': Move.from_uci('a5a7')}
END OF GAME, AGENT 1 (Winner.WHITE) won{'state': 'rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1', 'move1': Move.from_uci('b1c3')}
{'state': 'rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2', 'move2': Move.from_uci('d7d5')}
{'state': 'rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/1RBQKBNR b Kkq - 1 2', 'move1': Move.from_uci('a1b1')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/3p4/2N5/PPPPPPPP/1RBQKBNR w Kkq - 0 3', 'move2': Move.from_uci('d5d4')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/P2p4/2N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3', 'move1': Move.from_uci('a2a4')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/P7/2p5/1PPPPPPP/1RBQKBNR w Kkq - 0 4', 'move2': Move.from_uci('d4c3')}
{'state': 'rnbqkbnr/ppp1pppp/8/8/PP6/2p5/2PPPPPP/1RBQKBNR b Kkq - 0 4', 'move1': Move.from_uci('b2b4')}
{'state': 'rnbqkbnr/1pp1pppp/8/p7/PP6/2p5/2PPPPPP/1RBQKBNR w Kkq - 0 5', 'move2': Move.from_uci('a7a5')}
{'state': 'rnbqkbnr/1pp1pppp/8/p7/PP1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 5', 'move1': Move.from_uci('d2d4')}
{'state': 'rnbqkbnr/1pp1pppp/8/8/Pp1P4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 6', 'move2': Move.from_uci('a5b4')}
{'state': 'rnbqkbnr/1pp1pppp/8/P7/1p1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 6', 'move1': Move.from_uci('a4a5')}
{'state': 'rnbqkbnr/1pp2ppp/8/P3p3/1p1P4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 7', 'move2': Move.from_uci('e7e5')}
{'state': 'rnbqkbnr/1pp2ppp/8/P3p3/1p1P4/2p4P/2P1PPP1/1RBQKBNR b Kkq - 0 7', 'move1': Move.from_uci('h2h3')}
{'state': '1nbqkbnr/1pp2ppp/8/r3p3/1p1P4/2p4P/2P1PPP1/1RBQKBNR w Kk - 0 8', 'move2': Move.from_uci('a8a5')}
{'state': '1nbqkbnr/1pp2ppp/8/r3p3/1p1PP3/2p4P/2P2PP1/1RBQKBNR b Kk - 0 8', 'move1': Move.from_uci('e2e4')}
{'state': '1nbqkbnr/1pp2ppp/8/r7/1p1pP3/2p4P/2P2PP1/1RBQKBNR w Kk - 0 9', 'move2': Move.from_uci('e5d4')}
{'state': '1nbqkbnr/1pp2ppp/8/r7/1R1pP3/2p4P/2P2PP1/2BQKBNR b Kk - 0 9', 'move1': Move.from_uci('b1b4')}
{'state': '1nbqk1nr/1pp2ppp/8/r7/1b1pP3/2p4P/2P2PP1/2BQKBNR w Kk - 0 10', 'move2': Move.from_uci('f8b4')}
{'state': '1nbqk1nr/1pp2ppp/8/r7/1b1pPP2/2p4P/2P3P1/2BQKBNR b Kk - 0 10', 'move1': Move.from_uci('f2f4')}
{'state': '1nb1k1nr/1pp2ppp/8/r7/1b1pPP1q/2p4P/2P3P1/2BQKBNR w Kk - 1 11', 'move2': Move.from_uci('d8h4')}
{'state': '1nb1k1nr/1pp2ppp/8/r7/1b1pPP1q/2p3PP/2P5/2BQKBNR b Kk - 0 11', 'move1': Move.from_uci('g2g3')}
{'state': '1nb1k1nr/1pp2ppp/8/r7/1b1pPP2/2p3qP/2P5/2BQKBNR w Kk - 0 12', 'move2': Move.from_uci('h4g3')}
{'state': '1nb1k1nr/1pp2ppp/8/r7/1b1pPP2/2p3qP/2P1K3/2BQ1BNR b k - 1 12', 'move1': Move.from_uci('e1e2')}
{'state': '1nb1k1nr/1pp2ppp/8/8/1b1pPP2/2p3qP/2P1K3/r1BQ1BNR w k - 2 13', 'move2': Move.from_uci('a5a1')}
{'state': '1nb1k1nr/1pp2ppp/8/8/1b1pPP1P/2p3q1/2P1K3/r1BQ1BNR b k - 0 13', 'move1': Move.from_uci('h3h4')}
{'state': '1n2k1nr/1pp2ppp/8/8/1b1pPPbP/2p3q1/2P1K3/r1BQ1BNR w k - 1 14', 'move2': Move.from_uci('c8g4')}
{'state': '1n2k1nr/1pp2ppp/8/8/1b1pPPbP/2p2Nq1/2P1K3/r1BQ1B1R b k - 2 14', 'move1': Move.from_uci('g1f3')}
{'state': '1n2k1nr/1pp2ppp/8/8/1b1pPPbP/2p2q2/2P1K3/r1BQ1B1R w k - 0 15', 'move2': Move.from_uci('g3f3')}
{'state': '1n2k1nr/1pp2ppp/8/8/1b1pPPbP/2p2q2/2P5/r1BQKB1R b k - 1 15', 'move1': Move.from_uci('e2e1')}
{'state': '1n2k1nr/1pp2ppp/8/8/1b1pPPbP/2p3q1/2P5/r1BQKB1R w k - 2 16', 'move2': Move.from_uci('f3g3')}
END OF GAME, AGENT 2 (Winner.BLACK) won{'state': 'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1', 'move1': Move.from_uci('e2e4')}
{'state': 'r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2', 'move2': Move.from_uci('b8c6')}
{'state': 'r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2', 'move1': Move.from_uci('d2d4')}
{'state': 'r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3', 'move2': Move.from_uci('d7d5')}
{'state': 'r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3', 'move1': Move.from_uci('e4e5')}
{'state': 'r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4', 'move2': Move.from_uci('e7e6')}
{'state': 'r1bqkbnr/ppp2ppp/2n1p3/3pP3/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 4', 'move1': Move.from_uci('g1f3')}
{'state': 'r1b1kbnr/pppq1ppp/2n1p3/3pP3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5', 'move2': Move.from_uci('d8d7')}
{'state': 'r1b1kbnr/pppq1ppp/2n1p3/3pP3/3P1B2/5N2/PPP2PPP/RN1QKB1R b KQkq - 3 5', 'move1': Move.from_uci('c1f4')}
{'state': 'r1b1kbnr/ppp1qppp/2n1p3/3pP3/3P1B2/5N2/PPP2PPP/RN1QKB1R w KQkq - 4 6', 'move2': Move.from_uci('d7e7')}
{'state': 'r1b1kbnr/ppp1qppp/2n1p3/3pP3/3P1B2/2P2N2/PP3PPP/RN1QKB1R b KQkq - 0 6', 'move1': Move.from_uci('c2c3')}
{'state': 'r1b1kbnr/ppp2ppp/2nqp3/3pP3/3P1B2/2P2N2/PP3PPP/RN1QKB1R w KQkq - 1 7', 'move2': Move.from_uci('e7d6')}
{'state': 'r1b1kbnr/ppp2ppp/2nPp3/3p4/3P1B2/2P2N2/PP3PPP/RN1QKB1R b KQkq - 0 7', 'move1': Move.from_uci('e5d6')}
{'state': 'r1b1kbnr/1pp2ppp/2nPp3/p2p4/3P1B2/2P2N2/PP3PPP/RN1QKB1R w KQkq - 0 8', 'move2': Move.from_uci('a7a5')}
